"order_detail_id","category_id","product_id","order_qty","order_price","order_status","order_datetime","user_id","payment_method"
1039,3,2157,4,1293.2,"Delivered","2023-09-24 08:21:56.320051",107821,"Debit Card"
7192,3,9365,6,1187.7,"Delivered","2023-08-31 17:45:09.541824",108197,"Debit Card"
9317,3,3051,5,1850.55,"Delivered","2023-01-17 20:54:33.393322",108197,"Credit Card"
8459,3,7847,2,870.54,"Delivered","2023-07-10 13:36:50.835229",108197,"Credit Card"
9213,3,5684,6,1897.62,"Delivered","2023-01-29 15:29:54.599238",108516,"PayPal"
8218,3,8297,7,2198.28,"Delivered","2023-09-04 06:03:03.396712",108516,"Debit Card"
4680,3,1743,10,4676.6,"Delivered","2023-08-03 00:26:39.225685",108516,"Debit Card"
4098,2,1022,5,668.75,"Delivered","2023-06-21 01:45:12.544437",109003,"Credit Card"
5902,2,2435,6,2432.76,"Delivered","2023-11-10 10:15:16.845667",109003,"PayPal"
3596,2,4119,7,1982.4,"Delivered","2023-06-30 07:39:17.473621",109300,"PayPal"
2275,2,3587,8,1741.12,"Delivered","2023-01-28 20:42:07.996923",109300,"Debit Card"
5451,2,5664,6,2427.66,"Delivered","2023-11-04 23:51:38.297551",110056,"Debit Card"
4880,6,8989,3,1203.45,"Delivered","2023-08-03 15:05:18.250094",110560,"PayPal"
9077,2,4232,7,2896.32,"Delivered","2023-09-10 17:32:47.932449",112004,"Credit Card"
1336,6,8273,4,87.68,"Delivered","2023-06-26 12:15:37.075786",112459,"Credit Card"
2086,6,3568,9,1139.04,"Delivered","2023-04-19 05:38:56.536927",112459,"PayPal"
8680,6,9779,10,252.8,"Shipped","2023-12-20 08:57:02.530554",112459,"Debit Card"
3587,4,5616,8,1311.44,"Delivered","2023-08-18 03:08:02.116918",120420,"PayPal"
7581,4,2214,3,579.75,"Delivered","2023-05-28 18:12:45.981482",120420,"Credit Card"
3089,4,5849,6,2959.44,"Delivered","2023-03-30 09:04:50.688627",120420,"Debit Card"
6623,5,6678,4,666.32,"Delivered","2023-01-05 09:36:41.520829",120750,"Debit Card"
9179,5,6368,5,1566.15,"Delivered","2023-10-10 18:56:49.270585",120750,"PayPal"
9983,1,1252,1,294.27,"Delivered","2023-07-11 21:13:30.74338",121020,"Debit Card"
1658,4,2266,4,160.68,"Delivered","2023-05-26 12:08:46.424061",123569,"Credit Card"
9381,4,7617,10,4923.8,"Delivered","2023-01-30 01:57:06.8333",123569,"Credit Card"
8964,4,6022,7,1871.45,"Delivered","2023-11-28 21:38:24.920187",123569,"Debit Card"
5475,3,8522,10,969,"Delivered","2023-01-21 08:57:11.459373",123961,"Credit Card"
7632,4,9059,6,530.22,"Delivered","2023-03-31 08:46:41.1884",124152,"Debit Card"
6106,4,1413,4,500.16,"Delivered","2023-02-18 18:31:44.372773",124364,"PayPal"
3133,4,2883,3,259.08,"Delivered","2023-09-15 04:49:52.847764",124364,"Debit Card"
2348,4,1297,8,2061.6,"Delivered","2023-11-26 15:26:13.531276",124364,"Debit Card"
3919,3,9892,9,1963.17,"Delivered","2023-09-26 05:42:34.441519",126667,"Debit Card"
8801,3,9680,7,3101.91,"Delivered","2023-08-21 04:38:21.405971",126667,"PayPal"
7805,3,1066,1,344.75,"Delivered","2023-03-06 09:11:28.860878",126667,"Debit Card"
3299,2,4660,6,2401.98,"Delivered","2023-09-28 08:14:59.066873",127071,"PayPal"
3118,3,5765,6,2600.4,"Delivered","2023-01-24 10:51:26.032332",127492,"Debit Card"
3022,3,1836,8,653.76,"Delivered","2023-05-15 20:55:49.758026",127492,"Debit Card"
9683,6,7215,2,656.96,"Delivered","2023-10-11 19:15:16.651261",127746,"Debit Card"
9223,2,8491,5,1403.45,"Delivered","2023-05-24 19:55:21.734132",128137,"Credit Card"
4605,3,8709,8,1627.76,"Delivered","2023-10-24 01:09:40.472638",129707,"PayPal"
7213,4,7330,2,610.5,"Delivered","2023-05-20 20:37:15.145001",131674,"Credit Card"
7533,5,1161,2,616.66,"Delivered","2023-03-27 09:45:15.050894",132532,"Debit Card"
2624,2,7557,8,646.32,"Delivered","2023-02-23 23:54:59.629068",133240,"Credit Card"
3987,2,2604,9,1233.9,"Delivered","2023-02-06 04:02:55.970225",133410,"Credit Card"
5997,2,6315,10,561.2,"Delivered","2023-03-12 15:34:38.735456",133410,"Credit Card"
9479,6,5325,5,1720.3,"Delivered","2023-03-25 18:12:16.526442",133431,"PayPal"
1580,6,8371,2,356.8,"Delivered","2023-02-05 14:16:21.083769",133431,"Debit Card"
2996,6,1032,6,802.38,"Delivered","2023-10-28 17:03:22.857493",134588,"Credit Card"
1709,6,6426,2,425.78,"Delivered","2023-03-31 17:33:49.216768",134588,"Credit Card"
4878,2,2557,7,690.41,"Delivered","2023-05-25 00:09:03.37074",135284,"Credit Card"
5549,3,2387,10,4066.4,"Delivered","2023-11-18 00:24:46.293085",137015,"Debit Card"
2858,3,7017,1,307.9,"Delivered","2023-07-03 05:11:25.093501",137015,"Debit Card"
4213,3,9675,5,528.7,"Delivered","2023-02-22 07:01:33.007207",137015,"Debit Card"
4164,3,4421,7,192.5,"Delivered","2023-02-13 13:38:20.140276",137622,"Credit Card"
4807,5,2569,7,3477.32,"Delivered","2023-11-10 06:19:20.618448",138408,"Debit Card"
7285,5,7288,2,817.5,"Delivered","2023-04-03 04:03:34.722137",138982,"Debit Card"
1545,5,8078,5,808.2,"Delivered","2023-01-14 10:52:37.366888",138982,"PayPal"
4825,2,9198,6,2365.86,"Shipped","2023-12-10 11:52:45.349531",140207,"PayPal"
1684,2,6395,4,1835.92,"Delivered","2023-04-17 23:18:48.232035",140207,"Debit Card"
8125,2,9502,3,217.56,"Delivered","2023-12-05 20:29:15.386831",140207,"Debit Card"
1965,4,6121,5,1846,"Delivered","2023-04-28 01:46:57.350708",141544,"Debit Card"
1526,4,7088,2,656.38,"Delivered","2023-05-04 19:48:20.680853",141544,"Credit Card"
4249,6,8257,8,1450,"Delivered","2023-08-25 14:47:49.670749",141554,"Credit Card"
2886,6,9302,6,753.06,"Delivered","2023-05-28 07:25:50.991654",141554,"PayPal"
2823,6,2508,5,1206.65,"Delivered","2023-05-10 05:14:31.38205",141554,"Debit Card"
5935,4,7493,9,2353.14,"Delivered","2023-05-28 15:02:48.34622",142094,"PayPal"
9788,4,2805,10,451.5,"Delivered","2023-08-27 16:35:25.91338",142094,"Credit Card"
9831,6,7376,4,973.04,"Delivered","2023-02-01 11:46:48.361445",142400,"Debit Card"
7067,6,4549,6,2004.66,"Delivered","2023-03-21 23:11:46.844097",142400,"Debit Card"
8771,6,7993,8,3685.92,"Delivered","2023-10-27 06:33:01.232464",142400,"PayPal"
7743,2,4225,5,1865.1,"Delivered","2023-06-02 07:14:09.56975",148144,"PayPal"
2072,2,3208,10,2913,"Processing","2023-12-19 03:12:17.669264",148144,"Credit Card"
4402,3,9950,10,706.6,"Delivered","2023-02-25 13:26:02.107788",148308,"PayPal"
9040,6,4557,8,3304.16,"Delivered","2023-03-03 11:47:08.413399",148487,"PayPal"
2997,6,5564,8,563.36,"Delivered","2023-05-10 21:33:52.937153",148487,"Debit Card"
4367,1,6660,1,165.17,"Delivered","2023-11-19 02:40:58.659339",149228,"PayPal"
7360,1,2386,1,180.87,"Delivered","2023-11-05 13:13:21.752387",149228,"Debit Card"
5274,1,4933,4,1714,"Delivered","2023-06-11 12:38:05.646504",149228,"PayPal"
4574,3,2406,8,2520.08,"Delivered","2023-11-08 15:48:48.408377",149806,"Debit Card"
7407,3,3638,5,2477.65,"Delivered","2023-01-11 09:58:06.478212",149806,"Debit Card"
6566,3,5963,7,717.01,"Delivered","2023-07-30 07:05:16.312131",149806,"PayPal"
4476,4,8293,9,2390.13,"Delivered","2023-03-23 21:32:27.853728",150836,"Credit Card"
7403,3,8777,7,906.08,"Delivered","2023-11-23 16:38:46.211469",151151,"PayPal"
6256,3,9632,6,1782.9,"Delivered","2023-10-19 14:58:08.252628",151151,"PayPal"
4413,3,3737,2,205.66,"Delivered","2023-04-23 03:23:24.534888",151151,"Debit Card"
7306,3,4199,8,2897.52,"Delivered","2023-06-21 07:47:22.21897",153713,"PayPal"
1402,3,3566,8,930.96,"Delivered","2023-09-20 15:08:55.224295",153713,"Credit Card"
8598,3,6373,10,1319.8,"Delivered","2023-01-31 05:38:18.252283",153713,"Debit Card"
9437,3,6137,6,2951.82,"Delivered","2023-10-08 11:58:04.280893",155334,"Credit Card"
7873,3,4855,2,513.84,"Delivered","2023-05-18 02:24:04.361803",155334,"PayPal"
9769,4,5462,2,233.16,"Delivered","2023-03-03 12:48:02.337575",155388,"Debit Card"
6753,3,5217,4,260.6,"Delivered","2023-03-03 09:31:27.539148",155486,"Credit Card"
1571,3,1976,2,330.18,"Delivered","2023-11-29 11:57:39.15526",155486,"Debit Card"
8914,3,1277,8,2649.84,"Delivered","2023-11-09 16:49:50.479602",155486,"Credit Card"
4814,6,6726,7,1969.59,"Delivered","2023-12-04 22:08:14.003825",157890,"Credit Card"
8446,3,3062,7,3235.54,"Delivered","2023-07-28 23:40:08.757216",158418,"Credit Card"
2326,3,5093,6,2415.54,"Delivered","2023-11-11 03:58:59.644208",158418,"PayPal"
2940,3,9884,8,3569.28,"Delivered","2023-06-21 17:15:32.055348",158418,"Debit Card"
9191,2,3372,9,3485.7,"Delivered","2023-03-10 21:18:53.699745",158585,"Debit Card"
9665,2,3807,7,2543.38,"Delivered","2023-04-14 18:14:35.198069",158585,"PayPal"
4674,5,6707,7,355.6,"Delivered","2023-08-04 19:51:05.24017",159426,"PayPal"
8224,5,3136,3,983.28,"Delivered","2023-05-13 01:48:37.388749",159426,"Debit Card"
7202,5,8712,10,921.7,"Delivered","2023-07-07 18:46:57.576872",159426,"PayPal"
6458,4,3549,5,132.35,"Delivered","2023-07-19 04:25:59.866722",160688,"Debit Card"
1411,4,8703,7,584.15,"Delivered","2023-06-02 14:07:38.652323",160688,"Credit Card"
8197,4,5555,8,593.84,"Delivered","2023-04-11 11:43:46.019445",160688,"PayPal"
7701,2,4014,8,2042.4,"Delivered","2023-02-10 16:50:11.301336",160916,"PayPal"
9397,2,9865,4,1435.48,"Delivered","2023-01-16 22:47:31.678222",160916,"Credit Card"
8583,2,6943,4,226.32,"Delivered","2023-06-20 12:39:33.758157",160916,"PayPal"
5645,3,4913,6,2652.66,"Delivered","2023-08-13 20:09:40.302478",161037,"PayPal"
2205,3,4000,1,58.36,"Delivered","2023-03-28 23:22:44.085393",161037,"Credit Card"
1451,3,4500,9,3799.53,"Delivered","2023-10-03 04:33:02.270265",161037,"Debit Card"
6183,6,8577,2,976.56,"Delivered","2023-05-24 17:53:38.71444",161383,"Debit Card"
1666,4,1999,1,376.73,"Delivered","2023-10-17 20:20:54.947139",161546,"Debit Card"
9771,2,5115,2,622.02,"Delivered","2023-09-02 15:05:15.060492",162678,"Credit Card"
2922,3,7767,5,2360.5,"Delivered","2023-05-10 01:59:54.036175",164938,"Debit Card"
2191,3,3004,4,1240.12,"Delivered","2023-10-26 07:52:56.60927",164938,"Debit Card"
6202,3,3761,2,889.24,"Delivered","2023-03-17 17:39:25.164332",164938,"PayPal"
4943,3,4701,9,482.4,"Delivered","2023-03-06 20:38:12.825638",165449,"PayPal"
6568,3,5480,5,382.9,"Delivered","2023-09-04 13:28:19.479322",165449,"Credit Card"
4739,3,8818,6,118.8,"Delivered","2023-06-30 11:56:24.627602",165775,"Credit Card"
8916,2,7057,1,195.73,"Delivered","2023-05-05 01:33:00.743417",166137,"Debit Card"
7555,2,8598,4,702.16,"Delivered","2023-08-27 07:33:48.734346",166137,"Credit Card"
4758,1,4264,2,394.04,"Delivered","2023-03-21 22:16:30.097372",166363,"Debit Card"
9810,1,6475,7,582.82,"Delivered","2023-11-17 09:05:00.114646",166363,"Debit Card"
8137,2,6384,8,2917.2,"Delivered","2023-11-25 08:53:26.97602",166547,"PayPal"
2877,2,9272,5,1920.25,"Delivered","2023-03-16 12:34:34.720672",166547,"Debit Card"
5044,2,3674,3,1258.53,"Delivered","2023-02-16 21:51:43.150137",166547,"Debit Card"
5041,3,1230,9,1141.11,"Delivered","2023-11-26 03:55:28.803952",166720,"Debit Card"
6802,3,9763,8,689.52,"Delivered","2023-09-13 05:19:42.993677",166720,"Debit Card"
4716,3,7067,3,1339.65,"Delivered","2023-01-18 05:00:16.20069",166720,"PayPal"
4483,3,9121,7,228.27,"Delivered","2023-06-28 19:22:14.608559",167362,"Debit Card"
1270,3,5532,5,1996.5,"Delivered","2023-10-21 23:05:03.913674",167694,"Credit Card"
8073,4,7991,4,46.16,"Delivered","2023-10-15 12:51:37.048701",167821,"Debit Card"
9597,4,4506,7,1801.24,"Delivered","2023-10-02 14:35:12.138788",167821,"PayPal"
4530,4,4709,7,1750.21,"Delivered","2023-04-10 10:51:38.816773",167821,"Debit Card"
4802,2,9776,8,3162.24,"Shipped","2023-12-15 17:59:46.668147",170102,"Debit Card"
3415,2,8450,3,1226.94,"Delivered","2023-04-21 09:24:25.608023",170102,"PayPal"
5001,2,6237,6,2755.38,"Delivered","2023-11-03 14:37:07.375017",170102,"Debit Card"
9132,3,9569,5,437.6,"Delivered","2023-08-02 21:54:58.008907",172468,"Debit Card"
3555,3,1549,10,161.6,"Delivered","2023-04-30 01:22:03.958446",172468,"Credit Card"
3708,6,4353,1,91.88,"Delivered","2023-07-30 06:15:29.791336",173538,"Debit Card"
6809,2,7520,10,1173.5,"Delivered","2023-03-17 18:03:42.426715",174608,"Credit Card"
7301,6,7492,4,1352,"Delivered","2023-11-15 18:09:56.579826",175397,"Credit Card"
4940,6,2026,6,2960.7,"Delivered","2023-12-06 19:53:48.129691",175397,"PayPal"
3522,5,9986,3,957.63,"Delivered","2023-06-23 08:05:33.514801",176668,"Credit Card"
9119,5,2421,4,476.12,"Delivered","2023-03-10 09:54:27.555843",176668,"PayPal"
4627,5,7124,10,4386,"Delivered","2023-04-02 22:08:40.082541",176668,"Credit Card"
1410,6,9716,9,2449.89,"Processing","2023-12-12 01:27:19.192826",176860,"Debit Card"
2505,6,4502,8,3617.84,"Delivered","2023-03-23 21:41:45.195062",176860,"PayPal"
4494,6,8306,1,278.24,"Delivered","2023-07-31 11:17:26.673556",176860,"Credit Card"
8486,2,2826,6,1914.72,"Delivered","2023-01-17 21:14:13.371955",177102,"PayPal"
9133,2,5542,9,4402.71,"Delivered","2023-11-11 23:35:05.111548",177102,"Credit Card"
3305,2,4883,8,2836.88,"Delivered","2023-10-20 17:49:07.259747",177102,"Debit Card"
7930,3,7908,8,1738.16,"Delivered","2023-06-25 00:45:35.76774",180165,"PayPal"
1675,2,2887,2,596.42,"Delivered","2023-01-28 10:46:40.002985",180876,"Debit Card"
5979,3,5800,9,3860.19,"Delivered","2023-01-08 13:50:53.738281",181798,"Debit Card"
8036,3,5441,3,1157.04,"Delivered","2023-03-07 11:12:30.022419",181798,"Debit Card"
2127,2,6434,5,1663.7,"Delivered","2023-09-02 04:27:11.859371",182208,"PayPal"
2829,2,9920,1,355.11,"Delivered","2023-02-22 23:27:17.846933",182208,"Credit Card"
6222,2,4805,6,555.78,"Delivered","2023-08-02 12:19:20.500404",182208,"Debit Card"
1340,6,8611,10,3744.1,"Delivered","2023-08-21 20:03:28.162071",182645,"Credit Card"
9735,3,3540,3,131.37,"Delivered","2023-06-10 14:56:33.168573",182663,"PayPal"
6333,3,4127,7,2449.93,"Delivered","2023-04-25 11:39:43.517924",182663,"Debit Card"
3730,3,1037,7,3004.82,"Delivered","2023-08-18 23:01:34.916457",182663,"PayPal"
7921,4,8897,6,2265.24,"Delivered","2023-09-02 18:13:52.135177",184297,"Credit Card"
8434,4,3886,7,1119.51,"Delivered","2023-05-05 00:47:46.525912",184297,"PayPal"
7127,4,1311,6,331.68,"Delivered","2023-03-05 12:25:23.449753",184297,"Credit Card"
8977,2,4008,5,521.15,"Delivered","2023-10-26 01:21:49.735631",184714,"Credit Card"
4923,2,4668,5,243.4,"Delivered","2023-08-11 18:43:57.155963",184714,"PayPal"
3912,6,3851,8,100.88,"Delivered","2023-10-10 07:21:42.604066",186421,"Debit Card"
4136,6,3136,3,694.17,"Delivered","2023-11-17 18:53:31.959363",186421,"PayPal"
6698,6,2708,5,639.1,"Delivered","2023-08-18 01:56:09.535804",186421,"Debit Card"
9745,3,3715,3,114.78,"Delivered","2023-08-30 21:20:55.567279",186923,"PayPal"
8647,3,3226,2,75.1,"Delivered","2023-10-27 10:23:48.463814",186923,"Debit Card"
8002,4,4736,7,763.91,"Delivered","2023-08-21 23:56:11.359116",187023,"Credit Card"
1644,5,3745,4,1627.88,"Delivered","2023-06-10 00:28:36.242753",187165,"Credit Card"
5673,5,3109,3,1010.97,"Delivered","2023-03-15 13:14:02.138046",187165,"PayPal"
8075,3,1536,8,2593.2,"Delivered","2023-06-13 17:12:46.73812",187338,"PayPal"
1045,3,5812,6,1500.24,"Delivered","2023-01-27 17:58:39.925842",187338,"Credit Card"
8982,3,4241,9,2825.01,"Delivered","2023-07-30 23:50:53.301577",187338,"Credit Card"
4879,3,9406,2,374.66,"Delivered","2023-04-12 19:23:56.408088",188036,"Debit Card"
6608,3,1341,1,105.68,"Delivered","2023-05-06 13:27:36.147391",188036,"PayPal"
8412,2,9193,8,3669.12,"Delivered","2023-03-11 13:34:20.190784",188461,"Debit Card"
2405,2,2980,3,1228.11,"Delivered","2023-01-31 00:05:11.465138",188461,"Debit Card"
3002,6,5784,8,529.92,"Delivered","2023-10-27 06:02:00.394117",189905,"Credit Card"
7833,6,3118,10,2336.6,"Delivered","2023-04-21 14:52:18.735714",189905,"Debit Card"
7800,6,4554,3,1166.58,"Delivered","2023-06-15 23:46:03.341291",189905,"PayPal"
9608,1,1442,1,234.07,"Delivered","2023-03-16 12:49:43.454387",190127,"PayPal"
1807,1,9807,7,927.71,"Delivered","2023-11-16 10:34:57.035243",190127,"Debit Card"
3585,2,5508,9,4393.89,"Delivered","2023-08-24 05:17:23.365949",194822,"PayPal"
7621,2,3068,7,414.33,"Delivered","2023-11-25 12:59:48.309002",194822,"Debit Card"
4042,2,4004,5,1975.7,"Delivered","2023-11-16 12:32:06.15628",199576,"PayPal"
1450,2,7308,6,268.68,"Delivered","2023-05-19 00:14:34.79779",199576,"PayPal"
6524,6,9856,8,2780.32,"Delivered","2023-02-10 12:38:50.164026",199986,"PayPal"
4862,2,4837,7,3258.29,"Delivered","2023-11-22 19:05:42.746106",202249,"Credit Card"
1969,2,5261,8,3089.28,"Delivered","2023-07-13 06:55:41.478476",202249,"Credit Card"
3341,2,3198,6,749.46,"Delivered","2023-03-18 05:20:28.543702",202249,"Credit Card"
6567,2,1299,5,2264.95,"Delivered","2023-03-12 23:46:38.49616",203238,"Credit Card"
3332,2,6176,8,2085.92,"Delivered","2023-11-18 17:08:18.754822",203238,"Credit Card"
7650,2,4679,5,2012.4,"Delivered","2023-02-03 06:29:20.088099",203238,"Debit Card"
8017,3,4573,5,748.85,"Delivered","2023-02-25 00:41:24.670772",203766,"Credit Card"
9390,5,3265,4,1974.48,"Delivered","2023-09-10 06:28:36.332875",204021,"Credit Card"
5692,5,5847,9,2310.66,"Delivered","2023-05-16 14:38:52.072498",204021,"PayPal"
3084,5,9119,7,1966.65,"Delivered","2023-09-08 18:12:39.609801",204021,"Credit Card"
3494,6,7076,6,1757.94,"Delivered","2023-07-12 01:33:17.805566",205167,"PayPal"
3476,6,5489,7,2832.48,"Delivered","2023-06-05 15:02:16.872201",205167,"Credit Card"
3965,6,3962,9,4459.5,"Delivered","2023-03-08 12:58:27.934624",205167,"Debit Card"
4517,4,3806,9,3391.56,"Delivered","2023-06-29 10:43:02.606377",205427,"PayPal"
1213,3,3946,7,1748.81,"Delivered","2023-03-19 10:23:11.388939",207224,"Credit Card"
7228,3,8601,2,271.94,"Delivered","2023-12-08 08:47:37.10063",207224,"Credit Card"
6210,5,6138,8,2756.64,"Delivered","2023-11-19 20:03:04.80927",210158,"Credit Card"
8929,5,7322,2,817.68,"Delivered","2023-01-31 11:17:01.31968",210158,"PayPal"
4166,4,5420,2,209.16,"Delivered","2023-02-07 09:39:11.8004",211404,"Credit Card"
8290,3,5132,3,42.45,"Delivered","2023-11-17 22:34:28.167807",214677,"PayPal"
4475,3,2512,3,1467.15,"Delivered","2023-11-27 21:13:40.622908",214677,"Debit Card"
4099,3,4680,7,3077.69,"Delivered","2023-11-27 01:56:07.932191",214943,"Debit Card"
7725,3,9627,6,362.76,"Processing","2023-12-22 12:02:12.187213",214943,"Debit Card"
5482,4,5813,10,871.7,"Delivered","2023-08-13 04:15:13.13581",215160,"Credit Card"
2737,4,6368,3,1022.43,"Delivered","2023-10-03 12:33:49.382998",215160,"Credit Card"
8515,3,5749,2,797.14,"Delivered","2023-04-18 01:00:16.398087",217456,"Credit Card"
7530,3,8513,3,823.5,"Delivered","2023-08-30 21:28:34.188892",217456,"PayPal"
5365,4,7740,8,1881.2,"Delivered","2023-01-20 03:51:25.824984",217832,"Debit Card"
9861,4,2973,10,3477.4,"Delivered","2023-03-16 21:07:20.457961",217832,"PayPal"
9170,5,6120,2,471.64,"Delivered","2023-04-03 20:19:01.376603",219173,"Debit Card"
7853,5,1619,8,2042.88,"Delivered","2023-05-11 12:26:26.485742",219173,"Credit Card"
8084,1,1939,6,1934.4,"Delivered","2023-06-18 05:39:38.07776",221900,"Credit Card"
6392,1,5557,8,2389.6,"Delivered","2023-11-29 00:22:05.288527",221900,"Credit Card"
3613,2,6674,4,1265.48,"Delivered","2023-10-09 11:11:58.777084",223631,"Debit Card"
9844,2,9118,5,1348.7,"Delivered","2023-08-18 08:42:54.534993",223631,"Debit Card"
4058,2,3124,3,1397.67,"Delivered","2023-04-07 14:09:47.731567",224194,"Credit Card"
5517,6,3308,7,633.29,"Delivered","2023-05-16 05:33:40.297162",224492,"PayPal"
5078,5,7397,9,770.76,"Delivered","2023-03-22 17:10:11.83214",228187,"Debit Card"
8269,5,3545,8,1794.4,"Delivered","2023-03-16 03:44:53.345198",228187,"PayPal"
3315,5,4864,8,1174.72,"Delivered","2023-02-12 17:09:13.264806",228187,"Credit Card"
6591,3,5828,3,831.96,"Delivered","2023-01-22 16:40:04.226214",228782,"PayPal"
3765,3,1499,2,538.36,"Delivered","2023-09-09 11:01:13.851876",228782,"Debit Card"
8823,3,9392,2,383.06,"Delivered","2023-05-21 12:51:17.425955",228782,"Debit Card"
8501,3,4485,10,653.2,"Delivered","2023-06-14 10:11:07.86806",229042,"Credit Card"
3075,2,7883,8,3037.84,"Delivered","2023-03-05 05:23:41.569933",230123,"Credit Card"
7502,2,3979,1,38.83,"Delivered","2023-10-20 18:39:46.37736",230123,"Credit Card"
3605,4,1134,5,1051.7,"Delivered","2023-01-27 19:52:36.763592",230324,"Debit Card"
2521,2,1666,8,1620.16,"Delivered","2023-08-09 00:04:41.643976",230728,"PayPal"
4423,2,2048,2,743.2,"Delivered","2023-05-14 03:39:34.750266",230728,"PayPal"
9850,3,5436,6,2651.22,"Delivered","2023-03-05 18:00:27.750161",230978,"Credit Card"
4742,3,7628,10,547.2,"Delivered","2023-07-28 15:34:35.758767",230978,"Debit Card"
8278,4,2517,10,645.7,"Delivered","2023-09-01 11:18:37.532596",231087,"Credit Card"
6020,4,8549,2,834.96,"Delivered","2023-09-27 17:00:50.731342",231087,"Debit Card"
1825,2,1164,8,1862.4,"Delivered","2023-11-03 08:05:54.017888",232550,"Debit Card"
4727,2,5332,2,35.92,"Delivered","2023-07-30 22:31:41.484744",232550,"Debit Card"
5846,2,2214,3,199.77,"Delivered","2023-11-20 19:41:04.211726",232996,"Debit Card"
1612,2,3569,9,2955.06,"Delivered","2023-07-02 20:10:05.952148",232996,"Debit Card"
2502,2,7463,6,412.92,"Delivered","2023-11-19 09:33:42.07662",232996,"PayPal"
3499,4,8101,8,1041.92,"Delivered","2023-09-05 10:12:25.905456",233136,"PayPal"
8898,2,9141,7,669.9,"Delivered","2023-04-20 04:41:33.107124",234631,"Debit Card"
7836,2,9569,2,334.1,"Processing","2023-12-11 14:01:59.884859",234631,"Credit Card"
6370,2,1592,4,1173.88,"Delivered","2023-08-31 12:34:31.132158",235723,"Credit Card"
1554,2,7502,2,318.2,"Delivered","2023-04-30 14:30:14.329219",235723,"Debit Card"
3633,4,3572,3,952.92,"Delivered","2023-11-03 11:18:05.128708",236414,"PayPal"
5613,4,7487,9,2670.21,"Delivered","2023-05-29 04:06:14.950075",236414,"PayPal"
6140,3,9464,3,641.25,"Delivered","2023-02-23 07:39:34.423519",238978,"Credit Card"
1884,3,4315,7,2963.87,"Delivered","2023-12-01 06:41:13.332591",238978,"Credit Card"
2921,3,7443,1,100.25,"Delivered","2023-10-28 12:42:25.953159",238978,"PayPal"
2981,2,6799,4,1743.4,"Delivered","2023-02-26 01:28:55.075106",240076,"Credit Card"
2273,2,2316,2,96.74,"Delivered","2023-02-18 14:07:20.519129",240076,"PayPal"
4253,4,3165,3,424.2,"Delivered","2023-05-23 06:32:39.038056",240312,"PayPal"
9774,4,8995,9,2521.98,"Delivered","2023-04-08 14:30:07.101256",240312,"Credit Card"
4072,2,5297,10,2613,"Delivered","2023-05-03 15:38:18.65436",240644,"PayPal"
