"delivery_id","delivery_type","delivery_status","delivery_datetime","user_id","order_detail_id","shipper_id","product_id"
6605,"Standard","Delivered","2023-04-28 21:54:26.794572",107821,6533,NA,1489
1575,"Pickup","Delivered","2023-10-22 09:39:07.096784",107821,5813,9271,7494
1198,"Standard","Delivered","2023-10-01 20:19:38.553226",107821,1039,9695,2157
6791,"Pickup","Delivered","2023-09-08 19:48:33.035966",108197,7192,1283,9365
6105,"Pickup","Delivered","2023-01-26 15:18:26.206372",108197,9317,NA,3051
2572,"Same-Day","Delivered","2023-07-18 14:32:32.589926",108197,8459,NA,7847
8971,"Express","Delivered","2023-01-31 05:18:20.682174",108516,9213,9695,5684
9491,"Pickup","Delivered","2023-09-09 02:53:44.091337",108516,8218,7587,8297
1100,"Same-Day","Delivered","2023-08-04 19:07:16.869695",108516,4680,2666,1743
6504,"Pickup","Delivered","2023-06-23 23:44:20.187556",109003,4098,NA,1022
8990,"Standard","Delivered","2023-11-24 08:53:49.396257",109003,5902,7587,2435
6087,"Pickup","Delivered","2023-07-07 04:36:27.280277",109300,3596,NA,4119
4166,"Standard","Delivered","2023-02-08 03:06:19.274386",109300,2275,NA,3587
4988,"Standard","Delivered","2023-11-13 06:07:23.151891",110056,5451,NA,5664
8034,"Same-Day","Delivered","2023-08-17 05:02:05.791305",110560,4880,2666,8989
8937,"Same-Day","Delivered","2023-09-21 22:34:09.628801",112004,9077,7708,4232
4368,"Same-Day","Delivered","2023-07-02 18:42:05.271396",112459,1336,4833,8273
4483,"Pickup","Delivered","2023-04-24 11:25:03.007472",112459,2086,NA,3568
7043,"Pickup","Out for Delivery",NA,112459,8680,9271,9779
6328,"Express","Delivered","2023-08-20 13:18:28.25851",120420,3587,NA,5616
3548,"Express","Delivered","2023-05-30 16:41:14.642669",120420,7581,2449,2214
8434,"Same-Day","Delivered","2023-04-04 02:49:02.292946",120420,3089,4833,5849
9847,"Same-Day","Delivered","2023-01-17 17:48:23.126009",120750,6623,NA,6678
3749,"Express","Delivered","2023-10-19 06:03:41.205197",120750,9179,7062,6368
4993,"Same-Day","Delivered","2023-07-24 08:11:05.714367",121020,9983,9695,1252
3769,"Standard","Delivered","2023-06-04 12:03:12.980305",123569,1658,7062,2266
8718,"Standard","Delivered","2023-02-01 15:02:51.305186",123569,9381,NA,7617
4779,"Standard","Delivered","2023-12-08 23:18:45.459449",123569,8964,2666,6022
5425,"Express","Delivered","2023-01-26 21:38:57.480019",123961,5475,7587,8522
8852,"Express","Delivered","2023-04-03 12:43:52.290087",124152,7632,7708,9059
8797,"Same-Day","Delivered","2023-02-25 19:09:45.042599",124364,6106,7587,1413
7068,"Standard","Delivered","2023-09-20 04:09:40.156888",124364,3133,NA,2883
5522,"Express","Delivered","2023-12-08 03:15:59.55599",124364,2348,NA,1297
9478,"Express","Delivered","2023-10-08 18:46:03.825041",126667,3919,7708,9892
5768,"Same-Day","Delivered","2023-08-23 02:42:45.961714",126667,8801,2449,9680
6236,"Same-Day","Delivered","2023-03-12 12:28:23.701401",126667,7805,2666,1066
7621,"Pickup","Delivered","2023-09-29 22:14:52.749057",127071,3299,NA,4660
5696,"Pickup","Delivered","2023-02-07 08:40:46.688593",127492,3118,4833,5765
2515,"Same-Day","Delivered","2023-05-23 12:45:57.675628",127492,3022,7708,1836
5949,"Standard","Delivered","2023-10-13 11:46:44.759312",127746,9683,NA,7215
3340,"Same-Day","Delivered","2023-06-06 02:13:01.266426",128137,9223,4833,8491
5970,"Same-Day","Delivered","2023-10-28 00:20:04.064099",129707,4605,NA,8709
9464,"Same-Day","Delivered","2023-05-23 20:25:58.302565",131674,7213,2666,7330
5804,"Standard","Delivered","2023-04-06 23:24:03.6814",132532,7533,7505,1161
4449,"Express","Delivered","2023-02-25 15:40:12.242498",133240,2624,4833,7557
6435,"Express","Delivered","2023-02-16 14:21:16.804454",133410,3987,7708,2604
4956,"Express","Delivered","2023-03-19 21:30:54.052667",133410,5997,NA,6315
9618,"Pickup","Delivered","2023-04-08 11:29:49.060134",133431,9479,NA,5325
1868,"Pickup","Delivered","2023-02-12 07:37:34.590071",133431,1580,1283,8371
7542,"Same-Day","Delivered","2023-11-02 23:41:23.075803",134588,2996,7708,1032
6319,"Standard","Delivered","2023-04-09 05:22:58.709111",134588,1709,NA,6426
8882,"Same-Day","Delivered","2023-06-05 01:57:15.55176",135284,4878,NA,2557
9549,"Pickup","Delivered","2023-11-28 01:56:57.258035",137015,5549,7505,2387
2202,"Same-Day","Delivered","2023-07-04 06:01:52.268954",137015,2858,NA,7017
1517,"Standard","Delivered","2023-02-26 02:57:23.239676",137015,4213,NA,9675
7038,"Same-Day","Delivered","2023-02-16 03:23:12.554507",137622,4164,2666,4421
7603,"Standard","Delivered","2023-11-19 04:06:12.967105",138408,4807,NA,2569
2123,"Same-Day","Delivered","2023-04-09 01:08:23.751288",138982,7285,1283,7288
9139,"Standard","Delivered","2023-01-16 00:26:00.968359",138982,1545,2666,8078
3942,"Express","Out for Delivery",NA,140207,4825,2666,9198
8092,"Same-Day","Delivered","2023-04-27 12:56:46.595282",140207,1684,NA,6395
7074,"Express","Delivered","2023-12-18 11:20:12.973096",140207,8125,NA,9502
3385,"Same-Day","Delivered","2023-05-10 23:32:56.419851",141544,1965,NA,6121
8449,"Express","Delivered","2023-05-06 08:31:58.687554",141544,1526,NA,7088
5141,"Express","Delivered","2023-09-04 06:48:31.314283",141554,4249,2449,8257
8677,"Standard","Delivered","2023-06-07 06:03:30.215014",141554,2886,NA,9302
6682,"Express","Delivered","2023-05-13 06:10:21.043",141554,2823,NA,2508
8960,"Same-Day","Delivered","2023-05-31 10:07:14.987227",142094,5935,2449,7493
4569,"Pickup","Delivered","2023-09-06 15:32:24.167407",142094,9788,7587,2805
9526,"Express","Delivered","2023-02-12 21:19:27.946833",142400,9831,7062,7376
6581,"Pickup","Delivered","2023-03-27 22:13:20.094299",142400,7067,4833,4549
6439,"Same-Day","Delivered","2023-11-05 10:12:09.499872",142400,8771,4833,7993
2464,"Express","Delivered","2023-06-05 00:51:57.102747",148144,7743,4833,4225
5640,"Same-Day","Pending",NA,148144,2072,7505,3208
6487,"Standard","Delivered","2023-03-04 20:24:16.043715",148308,4402,4833,9950
6169,"Same-Day","Delivered","2023-03-05 20:54:39.815597",148487,9040,NA,4557
6471,"Same-Day","Delivered","2023-05-12 07:32:03.068212",148487,2997,NA,5564
3226,"Express","Delivered","2023-11-25 23:44:05.880371",149228,4367,NA,6660
4009,"Same-Day","Delivered","2023-11-08 04:36:01.224917",149228,7360,NA,2386
4992,"Pickup","Delivered","2023-06-16 04:19:12.397276",149228,5274,NA,4933
1509,"Pickup","Delivered","2023-11-12 19:25:10.674573",149806,4574,7062,2406
5013,"Pickup","Delivered","2023-01-25 06:35:18.893596",149806,7407,NA,3638
2206,"Express","Delivered","2023-08-01 11:12:33.394298",149806,6566,NA,5963
8375,"Pickup","Delivered","2023-03-30 14:34:18.036587",150836,4476,NA,8293
8436,"Standard","Delivered","2023-12-03 18:43:33.560155",151151,7403,NA,8777
6072,"Same-Day","Delivered","2023-10-24 14:11:30.42936",151151,6256,NA,9632
4986,"Pickup","Delivered","2023-04-27 09:18:40.85765",151151,4413,4833,3737
3363,"Pickup","Delivered","2023-06-25 00:00:32.693788",153713,7306,9271,4199
4864,"Pickup","Delivered","2023-10-02 16:44:37.069654",153713,1402,9271,3566
2177,"Express","Delivered","2023-02-03 15:37:45.812454",153713,8598,7708,6373
2989,"Standard","Delivered","2023-10-12 18:40:42.004598",155334,9437,2666,6137
3553,"Pickup","Delivered","2023-05-30 09:05:38.973076",155334,7873,NA,4855
6430,"Express","Delivered","2023-03-09 18:25:49.487733",155388,9769,NA,5462
5021,"Express","Delivered","2023-03-07 05:58:44.765385",155486,6753,NA,5217
3147,"Standard","Delivered","2023-12-12 16:39:44.375849",155486,1571,NA,1976
7985,"Standard","Delivered","2023-11-15 22:47:24.156155",155486,8914,2449,1277
4603,"Pickup","Delivered","2023-12-14 11:40:30.238532",157890,4814,1283,6726
9763,"Express","Delivered","2023-08-04 10:42:46.001578",158418,8446,7708,3062
2064,"Pickup","Delivered","2023-11-12 17:59:34.985269",158418,2326,NA,5093
2824,"Standard","Delivered","2023-06-27 21:32:09.966458",158418,2940,NA,9884
3320,"Pickup","Delivered","2023-03-15 10:06:11.922512",158585,9191,NA,3372
5055,"Standard","Delivered","2023-04-21 05:50:45.740544",158585,9665,NA,3807
7081,"Pickup","Delivered","2023-08-14 23:32:41.451092",159426,4674,2666,6707
5863,"Pickup","Delivered","2023-05-21 08:57:34.680048",159426,8224,7587,3136
9837,"Express","Delivered","2023-07-17 03:46:46.695237",159426,7202,7505,8712
4406,"Same-Day","Delivered","2023-07-21 17:15:06.294715",160688,6458,2449,3549
4646,"Pickup","Delivered","2023-06-15 13:15:45.390111",160688,1411,9695,8703
8961,"Same-Day","Delivered","2023-04-13 04:04:05.148667",160688,8197,NA,5555
6265,"Same-Day","Delivered","2023-02-22 11:10:02.335552",160916,7701,4833,4014
3370,"Express","Delivered","2023-01-19 03:02:56.642434",160916,9397,NA,9865
8288,"Express","Delivered","2023-06-25 01:11:06.302347",160916,8583,NA,6943
1483,"Standard","Delivered","2023-08-23 11:02:11.233279",161037,5645,2666,4913
4171,"Same-Day","Delivered","2023-04-07 17:00:25.570625",161037,2205,NA,4000
4107,"Express","Delivered","2023-10-11 03:52:00.226447",161037,1451,NA,4500
7009,"Pickup","Delivered","2023-06-01 09:36:52.952632",161383,6183,NA,8577
2639,"Same-Day","Delivered","2023-10-22 16:02:35.454504",161546,1666,NA,1999
7165,"Standard","Delivered","2023-09-04 22:55:19.613705",162678,9771,7708,5115
4078,"Same-Day","Delivered","2023-05-17 02:10:08.577923",164938,2922,1283,7767
3482,"Standard","Delivered","2023-11-01 14:04:26.130033",164938,2191,NA,3004
2089,"Standard","Delivered","2023-03-28 05:06:47.426711",164938,6202,NA,3761
7499,"Same-Day","Delivered","2023-03-14 21:26:49.71905",165449,4943,7587,4701
7334,"Express","Delivered","2023-09-08 10:56:29.812057",165449,6568,NA,5480
8645,"Same-Day","Delivered","2023-07-07 16:29:58.774217",165775,4739,7505,8818
9806,"Same-Day","Delivered","2023-05-17 17:52:15.999177",166137,8916,2666,7057
1888,"Standard","Delivered","2023-08-29 19:23:59.997185",166137,7555,1283,8598
3124,"Pickup","Delivered","2023-04-01 12:25:58.779898",166363,4758,2666,4264
9778,"Same-Day","Delivered","2023-11-23 04:32:03.002109",166363,9810,NA,6475
6507,"Express","Delivered","2023-12-06 04:29:20.904074",166547,8137,NA,6384
5945,"Same-Day","Delivered","2023-03-28 01:55:38.10942",166547,2877,NA,9272
6662,"Pickup","Delivered","2023-02-24 16:27:24.307322",166547,5044,NA,3674
9448,"Express","Delivered","2023-11-27 20:54:19.242182",166720,5041,7708,1230
3766,"Express","Delivered","2023-09-22 17:04:29.718325",166720,6802,NA,9763
2850,"Standard","Delivered","2023-01-19 17:54:22.267956",166720,4716,2449,7067
6494,"Pickup","Delivered","2023-07-03 09:48:00.382405",167362,4483,2666,9121
1672,"Pickup","Delivered","2023-10-29 04:16:17.676337",167694,1270,NA,5532
7647,"Express","Delivered","2023-10-20 22:10:48.4776",167821,8073,NA,7991
3491,"Pickup","Delivered","2023-10-15 21:00:47.664195",167821,9597,NA,4506
6901,"Standard","Delivered","2023-04-13 20:58:01.477167",167821,4530,1283,4709
2447,"Same-Day","Out for Delivery","2023-12-25 17:59:46.668147",170102,4802,NA,9776
1555,"Express","Delivered","2023-04-26 09:15:45.467855",170102,3415,7505,8450
3642,"Same-Day","Delivered","2023-11-10 22:48:17.005355",170102,5001,NA,6237
1936,"Express","Delivered","2023-08-14 22:53:16.781943",172468,9132,1283,9569
9220,"Express","Delivered","2023-05-11 22:10:21.016835",172468,3555,7062,1549
1365,"Pickup","Delivered","2023-08-10 20:25:44.822574",173538,3708,NA,4353
3266,"Same-Day","Delivered","2023-03-18 21:29:52.230452",174608,6809,9695,7520
9509,"Pickup","Delivered","2023-11-20 17:35:20.026957",175397,7301,NA,7492
8515,"Standard","Delivered","2023-12-10 23:25:12.076141",175397,4940,1283,2026
6759,"Standard","Delivered","2023-07-07 06:48:54.011867",176668,3522,7587,9986
2982,"Express","Delivered","2023-03-15 10:06:27.570767",176668,9119,NA,2421
1146,"Standard","Delivered","2023-04-14 22:47:33.291471",176668,4627,NA,7124
2660,"Pickup","Pending","2023-12-22 01:27:19.192826",176860,1410,NA,9716
6331,"Pickup","Delivered","2023-03-28 21:23:49.274565",176860,2505,NA,4502
7590,"Express","Delivered","2023-08-13 00:55:03.662608",176860,4494,NA,8306
6085,"Same-Day","Delivered","2023-01-28 07:56:10.444811",177102,8486,7505,2826
4886,"Standard","Delivered","2023-11-19 01:27:37.386028",177102,9133,4833,5542
1897,"Pickup","Delivered","2023-10-24 19:21:01.974956",177102,3305,2449,4883
8598,"Pickup","Delivered","2023-07-07 07:15:05.303827",180165,7930,NA,7908
1750,"Express","Delivered","2023-02-06 02:32:54.939754",180876,1675,9271,2887
2750,"Same-Day","Delivered","2023-01-18 15:48:50.697683",181798,5979,NA,5800
6763,"Standard","Delivered","2023-03-17 16:04:21.921137",181798,8036,2666,5441
4136,"Pickup","Delivered","2023-09-04 11:53:37.646934",182208,2127,NA,6434
7446,"Pickup","Delivered","2023-03-01 10:33:55.986187",182208,2829,NA,9920
7328,"Standard","Delivered","2023-08-15 03:55:48.695053",182208,6222,7708,4805
8724,"Same-Day","Delivered","2023-09-01 14:54:37.933933",182645,1340,NA,8611
8970,"Express","Delivered","2023-06-21 04:02:10.589079",182663,9735,NA,3540
5359,"Express","Delivered","2023-05-03 00:33:09.234111",182663,6333,NA,4127
1953,"Standard","Delivered","2023-08-23 07:33:34.704347",182663,3730,9271,1037
7060,"Same-Day","Delivered","2023-09-13 14:34:04.172752",184297,7921,NA,8897
6963,"Same-Day","Delivered","2023-05-11 08:05:08.278647",184297,8434,7587,3886
9551,"Same-Day","Delivered","2023-03-12 15:12:36.326133",184297,7127,NA,1311
9702,"Same-Day","Delivered","2023-10-31 07:57:21.285586",184714,8977,2449,4008
7884,"Pickup","Delivered","2023-08-25 02:42:00.710521",184714,4923,NA,4668
5740,"Same-Day","Delivered","2023-10-19 04:39:54.360405",186421,3912,NA,3851
6938,"Express","Delivered","2023-11-24 01:15:52.709907",186421,4136,7708,3136
9658,"Same-Day","Delivered","2023-08-22 02:09:31.477662",186421,6698,2666,2708
3930,"Pickup","Delivered","2023-09-13 11:16:40.60736",186923,9745,7062,3715
4892,"Standard","Delivered","2023-11-05 08:48:23.985389",186923,8647,NA,3226
2377,"Pickup","Delivered","2023-08-24 23:26:24.354345",187023,8002,4833,4736
1434,"Express","Delivered","2023-06-22 01:13:38.402287",187165,1644,NA,3745
7428,"Standard","Delivered","2023-03-26 01:25:11.416552",187165,5673,NA,3109
5755,"Pickup","Delivered","2023-06-23 11:29:40.147529",187338,8075,NA,1536
1223,"Express","Delivered","2023-01-31 17:56:11.901318",187338,1045,9271,5812
1184,"Standard","Delivered","2023-08-11 17:01:09.763968",187338,8982,7505,4241
8073,"Pickup","Delivered","2023-04-17 14:00:30.649777",188036,4879,NA,9406
4757,"Same-Day","Delivered","2023-05-17 01:13:39.281159",188036,6608,9271,1341
3875,"Express","Delivered","2023-03-19 17:19:45.384149",188461,8412,2666,9193
3577,"Express","Delivered","2023-02-08 13:25:27.47072",188461,2405,7708,2980
7404,"Standard","Delivered","2023-11-06 05:44:19.582027",189905,3002,2666,5784
8706,"Express","Delivered","2023-05-01 10:53:05.77816",189905,7833,NA,3118
8204,"Express","Delivered","2023-06-28 01:06:28.384603",189905,7800,7505,4554
1549,"Standard","Delivered","2023-03-26 02:28:39.098394",190127,9608,NA,1442
1267,"Same-Day","Delivered","2023-11-21 07:52:29.191032",190127,1807,2449,9807
9848,"Standard","Delivered","2023-09-02 10:36:24.394254",194822,3585,NA,5508
3286,"Pickup","Delivered","2023-12-05 07:19:15.97195",194822,7621,7587,3068
3660,"Pickup","Delivered","2023-11-19 16:40:53.649885",199576,4042,NA,4004
4951,"Standard","Delivered","2023-05-24 13:46:07.222595",199576,1450,7062,7308
9716,"Same-Day","Delivered","2023-02-11 18:16:37.646952",199986,6524,7062,9856
8316,"Express","Delivered","2023-11-29 19:33:47.083459",202249,4862,NA,4837
5791,"Standard","Delivered","2023-07-14 09:27:49.783661",202249,1969,9695,5261
5670,"Same-Day","Delivered","2023-03-23 07:33:15.259351",202249,3341,7708,3198
9617,"Pickup","Delivered","2023-03-21 11:43:30.098469",203238,6567,NA,1299
8500,"Pickup","Delivered","2023-11-27 00:09:17.501221",203238,3332,1283,6176
4929,"Pickup","Delivered","2023-02-14 05:13:21.441211",203238,7650,NA,4679
7383,"Pickup","Delivered","2023-02-27 18:51:34.19239",203766,8017,2666,4573
1528,"Pickup","Delivered","2023-09-24 02:18:15.465365",204021,9390,7587,3265
1774,"Same-Day","Delivered","2023-05-22 03:34:10.655946",204021,5692,4833,5847
2165,"Express","Delivered","2023-09-10 06:13:40.57509",204021,3084,NA,9119
1609,"Standard","Delivered","2023-07-22 22:39:26.455045",205167,3494,2449,7076
1748,"Standard","Delivered","2023-06-17 22:42:31.78514",205167,3476,NA,5489
6313,"Same-Day","Delivered","2023-03-22 11:58:53.466846",205167,3965,2666,3962
3518,"Pickup","Delivered","2023-07-12 04:19:03.796257",205427,4517,9271,3806
6727,"Same-Day","Delivered","2023-03-22 08:45:50.586422",207224,1213,NA,3946
6625,"Express","Delivered","2023-12-17 02:35:37.784374",207224,7228,NA,8601
1269,"Standard","Delivered","2023-11-25 11:59:39.563659",210158,6210,7062,6138
4022,"Express","Delivered","2023-02-02 09:48:01.444299",210158,8929,NA,7322
1843,"Pickup","Delivered","2023-02-11 20:29:26.66259",211404,4166,7505,5420
6355,"Same-Day","Delivered","2023-11-27 13:05:09.187949",214677,8290,NA,5132
9573,"Pickup","Delivered","2023-12-01 22:46:57.175955",214677,4475,NA,2512
4699,"Standard","Delivered","2023-12-04 15:26:37.647862",214943,4099,7062,4680
8024,"Standard","Pending",NA,214943,7725,7505,9627
9511,"Same-Day","Delivered","2023-08-22 13:56:45.843674",215160,5482,2666,5813
8581,"Standard","Delivered","2023-10-13 16:04:41.597131",215160,2737,7587,6368
3721,"Pickup","Delivered","2023-04-23 04:47:02.391356",217456,8515,2449,5749
4477,"Same-Day","Delivered","2023-09-12 22:35:37.418287",217456,7530,7062,8513
9053,"Pickup","Delivered","2023-02-02 20:30:54.634573",217832,5365,NA,7740
6046,"Pickup","Delivered","2023-03-26 01:32:22.087159",217832,9861,7062,2973
6196,"Standard","Delivered","2023-04-11 16:56:54.604117",219173,9170,7708,6120
7332,"Express","Delivered","2023-05-18 18:29:52.424899",219173,7853,7708,1619
5540,"Express","Delivered","2023-06-28 21:27:35.543887",221900,8084,7505,1939
2028,"Standard","Delivered","2023-12-03 20:30:18.366755",221900,6392,7587,5557
7152,"Express","Delivered","2023-10-22 05:20:13.669733",223631,3613,NA,6674
9085,"Express","Delivered","2023-08-24 17:05:35.01958",223631,9844,2666,9118
2559,"Express","Delivered","2023-04-10 06:15:01.606294",224194,4058,NA,3124
4937,"Standard","Delivered","2023-05-20 19:31:41.378911",224492,5517,2666,3308
5549,"Same-Day","Delivered","2023-04-05 08:49:36.897828",228187,5078,9695,7397
1385,"Same-Day","Delivered","2023-03-22 17:14:18.324487",228187,8269,2666,3545
5986,"Pickup","Delivered","2023-02-23 15:54:39.816751",228187,3315,NA,4864
4349,"Same-Day","Delivered","2023-01-31 06:36:21.494786",228782,6591,9695,5828
1010,"Same-Day","Delivered","2023-09-21 17:10:29.913716",228782,3765,NA,1499
2407,"Same-Day","Delivered","2023-06-04 10:37:53.743598",228782,8823,NA,9392
7564,"Standard","Delivered","2023-06-22 10:44:02.706976",229042,8501,7708,4485
3620,"Pickup","Delivered","2023-03-18 18:36:52.72457",230123,3075,NA,7883
1044,"Pickup","Delivered","2023-10-27 20:36:57.010901",230123,7502,NA,3979
5671,"Same-Day","Delivered","2023-01-30 00:41:35.396483",230324,3605,7708,1134
4595,"Pickup","Delivered","2023-08-21 09:33:43.402563",230728,2521,NA,1666
6532,"Pickup","Delivered","2023-05-22 11:58:38.429089",230728,4423,7587,2048
8402,"Standard","Delivered","2023-03-13 10:09:50.65488",230978,9850,NA,5436
1196,"Standard","Delivered","2023-08-07 13:48:47.903337",230978,4742,7587,7628
3208,"Pickup","Delivered","2023-09-10 20:17:21.756966",231087,8278,2449,2517
6651,"Standard","Delivered","2023-10-08 12:21:41.26681",231087,6020,7505,8549
2762,"Standard","Delivered","2023-11-11 21:14:27.854154",232550,1825,NA,1164
2384,"Pickup","Delivered","2023-08-10 05:10:08.065253",232550,4727,NA,5332
5176,"Express","Delivered","2023-11-23 18:33:33.642025",232996,5846,NA,2214
7568,"Standard","Delivered","2023-07-11 16:46:43.727064",232996,1612,NA,3569
2103,"Standard","Delivered","2023-11-27 13:35:42.087301",232996,2502,2666,7463
3198,"Standard","Delivered","2023-09-15 20:56:43.920979",233136,3499,NA,8101
7556,"Pickup","Delivered","2023-04-28 04:49:45.48152",234631,8898,7587,9141
7741,"Express","Pending",NA,234631,7836,7708,9569
2708,"Standard","Delivered","2023-09-14 00:23:15.54741",235723,6370,NA,1592
6442,"Express","Delivered","2023-05-09 18:41:14.25731",235723,1554,NA,7502
3194,"Same-Day","Delivered","2023-11-09 20:40:56.477214",236414,3633,NA,3572
8120,"Pickup","Delivered","2023-06-09 16:18:04.744193",236414,5613,4833,7487
3757,"Standard","Delivered","2023-03-07 15:07:46.874072",238978,6140,NA,9464
4931,"Standard","Delivered","2023-12-13 04:38:26.568948",238978,1884,NA,4315
4635,"Same-Day","Delivered","2023-10-30 18:15:10.527087",238978,2921,1283,7443
1985,"Standard","Delivered","2023-03-08 07:41:49.903814",240076,2981,NA,6799
5334,"Standard","Delivered","2023-03-03 09:34:07.876541",240076,2273,NA,2316
6428,"Same-Day","Delivered","2023-06-01 19:19:45.320695",240312,4253,NA,3165
1324,"Pickup","Delivered","2023-04-13 11:13:33.555609",240312,9774,7587,8995
2449,"Standard","Delivered","2023-05-07 16:42:35.994411",240644,4072,9271,5297
9834,"Express","Delivered","2023-12-10 14:31:03.250981",240707,6339,4833,2175
6686,"Express","Delivered","2023-03-01 19:05:37.10188",240815,3674,NA,4487
1437,"Same-Day","Delivered","2023-06-17 23:01:37.605982",242755,2272,7062,9853
6838,"Same-Day","Delivered","2023-09-12 07:22:33.290554",242755,4487,7505,4339
8298,"Same-Day","Delivered","2023-04-18 13:09:22.313473",242755,9943,NA,3232
1778,"Standard","Pending","2023-12-20 17:56:30.80544",243042,8681,1283,3779
3299,"Same-Day","Delivered","2023-08-05 22:12:10.033182",243042,6733,7708,8439
7299,"Express","Delivered","2023-05-30 17:50:11.490378",243925,7088,2449,2004
1520,"Same-Day","Delivered","2023-03-05 16:36:34.45813",243925,9900,7708,7132
3139,"Pickup","Delivered","2023-11-12 01:58:48.686741",243925,2838,7062,2225
7663,"Pickup","Delivered","2023-06-02 18:55:50.590497",244109,9195,7587,2364
5951,"Pickup","Delivered","2023-01-27 19:17:29.251386",244109,3015,NA,9629
4018,"Express","Delivered","2023-03-10 12:02:24.545263",244647,1589,NA,4623
2517,"Express","Delivered","2023-04-04 09:50:23.639605",244930,5093,7505,4201
6178,"Express","Delivered","2023-05-05 12:58:45.47965",245306,9131,7062,1977
4042,"Standard","Delivered","2023-07-11 19:37:47.360692",245306,8951,9271,7315
2744,"Same-Day","Delivered","2023-06-22 07:02:05.359274",245639,6968,7708,1137
2999,"Express","Delivered","2023-06-28 04:59:19.663036",245639,3131,2666,4005
4748,"Pickup","Delivered","2023-10-13 01:22:40.263258",245639,5750,1283,6814
1183,"Standard","Delivered","2023-02-16 05:50:04.894457",245705,6431,NA,7650
3948,"Express","Delivered","2023-05-03 06:28:23.759457",246498,1921,7062,4206
9366,"Pickup","Delivered","2023-07-05 03:07:47.699495",246498,9768,NA,4900
5929,"Pickup","Delivered","2023-06-24 20:08:42.057874",246973,3798,NA,9883
8812,"Express","Delivered","2023-08-01 07:15:37.723245",246973,1351,NA,3522
3649,"Standard","Delivered","2023-07-21 10:25:00.148639",247147,1446,7505,1349
3573,"Express","Pending","2023-12-13 07:00:29.035053",247147,6942,9695,3834
6287,"Same-Day","Delivered","2023-02-18 04:32:25.323272",247488,7948,NA,6361
5369,"Pickup","Delivered","2023-11-22 17:56:18.854509",248779,8881,NA,7980
8145,"Express","Delivered","2023-04-02 13:03:20.584153",248779,2422,NA,5627
8544,"Express","Delivered","2023-05-18 01:58:40.586564",249227,4283,7062,5810
1837,"Same-Day","Delivered","2023-07-27 01:10:15.48323",249227,3868,2449,8726
4003,"Pickup","Delivered","2023-11-06 05:22:05.353255",249227,3329,2449,6863
7825,"Pickup","Delivered","2023-11-19 06:09:43.312809",249406,8494,7505,2675
2428,"Same-Day","Delivered","2023-06-18 22:32:13.556689",249929,5433,NA,8015
8373,"Standard","Delivered","2023-09-20 04:11:09.009594",251502,2602,NA,7779
1389,"Pickup","Delivered","2023-08-11 10:25:13.860655",251582,1405,NA,2369
7000,"Standard","Delivered","2023-04-19 13:27:17.956703",251582,1808,NA,2790
2622,"Standard","Delivered","2023-01-30 23:34:55.167748",253430,2987,2666,4641
8838,"Express","Delivered","2023-01-29 06:16:09.643021",253698,8816,1283,3912
6641,"Standard","Delivered","2023-03-04 09:20:52.7821",253698,8215,1283,3564
7797,"Standard","Delivered","2023-07-26 06:52:36.802612",253698,2225,7505,1027
