"delivery_id","delivery_type","delivery_status","delivery_datetime","address_id","user_id","order_detail_id","shipper_id"
7333,"Same-Day","Delivered","2023-03-31 07:39:55.628715",349516,116544,2867,NA
2949,"Standard","Delivered","2023-02-19 05:47:36.666414",94980,116970,8988,1857
2358,"Express","Delivered","2023-12-11 22:27:27.580308",232533,117076,6965,9402
9547,"Pickup","Delivered","2023-07-19 17:05:43.350152",232533,117076,1004,2192
6417,"Pickup","Delivered","2023-07-13 17:02:02.650968",970113,117152,6696,4970
2761,"Standard","Delivered","2023-04-25 17:46:28.753988",970113,117152,4280,4970
7647,"Express","Delivered","2023-02-26 01:58:29.718065",229351,117555,6566,4135
3095,"Express","Delivered","2023-12-20 10:08:43.644038",813313,118069,6678,NA
2276,"Same-Day","Delivered","2023-08-16 07:52:26.639849",813313,118069,9971,NA
4534,"Express","Delivered","2023-12-06 16:02:53.038517",813313,118069,1455,1857
5604,"Express","Delivered","2023-11-13 08:06:18.753561",319541,118242,4840,2192
1818,"Standard","Delivered","2023-02-22 14:30:44.847561",622846,119751,9282,NA
4544,"Pickup","Delivered","2023-11-15 07:37:08.101721",622846,119751,1582,2192
9844,"Same-Day","Delivered","2023-12-16 23:35:28.320012",622846,119751,1123,2192
8935,"Express","Delivered","2023-12-08 15:16:41.026717",743247,120006,6303,NA
9121,"Express","Delivered","2023-12-13 13:06:11.554881",743247,120006,5929,NA
7655,"Standard","Delivered","2023-08-17 19:48:32.499015",527926,120677,1253,NA
5410,"Express","Delivered","2023-08-20 00:59:32.068716",527926,120677,3088,9887
3554,"Standard","Delivered","2023-08-25 13:31:01.440061",527926,120677,4745,NA
6730,"Standard","Delivered","2023-11-23 08:10:38.788663",710061,121890,5471,4581
5937,"Same-Day","Delivered","2023-03-30 09:47:46.325451",710061,121890,8246,4581
1014,"Standard","Delivered","2023-04-15 10:03:44.068053",505951,123464,9922,NA
9924,"Same-Day","Delivered","2023-03-06 16:32:41.538472",505951,123464,9828,4970
1595,"Pickup","Delivered","2023-07-05 22:43:11.294461",521382,124285,1830,NA
3211,"Pickup","Delivered","2023-04-17 22:37:00.801681",521382,124285,2111,4970
2069,"Express","Delivered","2023-10-05 10:32:05.977933",626830,126135,2714,NA
4569,"Standard","Delivered","2023-02-16 17:45:46.028571",282199,126140,7048,4970
8388,"Pickup","Delivered","2023-09-27 18:25:37.927969",684067,127417,7137,3842
9537,"Pickup","Delivered","2023-03-19 08:39:33.056222",684067,127417,4329,4135
6460,"Standard","Delivered","2023-03-31 11:04:01.871725",746310,128043,8980,4135
3873,"Standard","Delivered","2023-04-30 00:07:44.120576",746310,128043,1371,NA
9196,"Standard","Delivered","2023-05-15 02:30:33.077981",524672,128740,4046,NA
8540,"Express","Delivered","2023-10-14 08:11:16.964054",524672,128740,3505,NA
9184,"Standard","Delivered","2023-05-09 09:16:03.620764",524672,128740,7773,NA
2845,"Express","Delivered","2023-05-23 23:20:51.624888",222298,130227,8024,NA
6569,"Same-Day","Delivered","2023-09-30 10:53:15.488428",452740,130556,3252,3842
6585,"Same-Day","Delivered","2023-09-07 07:24:59.415571",368252,130777,8280,4970
5577,"Same-Day","Delivered","2023-05-12 10:01:32.196549",368252,130777,6701,6170
2909,"Same-Day","Delivered","2023-09-27 03:40:25.255162",368252,130777,2329,9887
3670,"Pickup","Delivered","2023-08-08 02:26:26.160129",413781,130787,6546,4581
1799,"Express","Delivered","2023-10-21 14:22:44.128623",544900,132111,4615,NA
1149,"Standard","Delivered","2023-07-05 12:48:00.500288",544900,132111,9410,9402
4223,"Same-Day","Delivered","2023-12-18 21:43:10.564685",611964,132944,5611,2192
4320,"Express","Delivered","2023-12-04 22:49:07.258131",611964,132944,8913,NA
1020,"Pickup","Delivered","2023-01-18 14:31:49.828238",611964,132944,1115,4135
9587,"Express","Delivered","2023-02-23 06:14:25.740768",47636,133384,3558,6170
8918,"Standard","Delivered","2023-02-15 22:32:58.887644",984419,133595,8605,NA
3941,"Standard","Delivered","2023-05-19 01:13:05.170341",984419,133595,1918,9887
8517,"Same-Day","Delivered","2023-05-11 09:31:10.873839",939534,133720,4322,NA
8619,"Same-Day","Delivered","2023-11-23 20:03:05.557949",939534,133720,8030,6170
4922,"Pickup","Delivered","2023-04-26 09:27:45.390001",296652,133836,7219,2192
5304,"Pickup","Delivered","2023-04-26 20:54:29.185198",570834,136335,7425,9887
8571,"Same-Day","Delivered","2023-05-29 03:48:02.211746",570834,136335,7782,NA
1063,"Same-Day","Delivered","2023-05-22 01:37:17.996035",828936,136770,9305,NA
9402,"Pickup","Delivered","2023-07-21 20:25:15.357113",828936,136770,1634,NA
8091,"Express","Delivered","2023-10-05 08:37:13.182067",130417,138326,2253,NA
5814,"Same-Day","Delivered","2023-09-20 03:34:34.132142",130417,138326,1794,NA
8024,"Standard","Delivered","2023-04-29 21:05:39.709383",892863,139289,4563,NA
6816,"Express","Delivered","2023-03-12 18:44:52.877045",892863,139289,2257,NA
8539,"Pickup","Delivered","2023-09-20 20:56:59.549782",892863,139289,3029,4135
2193,"Pickup","Delivered","2023-08-04 16:26:10.801867",191857,143401,1201,NA
1918,"Same-Day","Delivered","2023-08-05 23:59:42.868188",153693,143454,1852,NA
3370,"Express","Delivered","2023-04-24 07:27:57.369524",225508,143817,9540,NA
1777,"Express","Delivered","2023-09-02 17:22:08.744305",225508,143817,4952,4581
3121,"Express","Delivered","2023-07-24 16:58:21.510767",225508,143817,7360,6170
1037,"Same-Day","Delivered","2023-07-20 20:51:13.315912",184805,144241,1947,NA
4989,"Express","Delivered","2023-03-05 08:06:36.155217",159536,144507,2830,6170
8318,"Pickup","Delivered","2023-04-11 07:57:34.40549",159536,144507,6746,9227
8483,"Pickup","Delivered","2023-04-11 17:19:15.576425",159536,144507,3837,6170
3703,"Standard","Out for Delivery","2023-12-30 06:41:03.753042",59620,146030,8982,NA
7534,"Express","Delivered","2023-10-04 20:02:22.798595",491780,146091,3481,4970
7520,"Express","Delivered","2023-08-02 17:33:47.385295",491780,146091,2681,NA
1436,"Same-Day","Delivered","2023-05-06 16:20:15.32886",61310,146958,8317,1857
9899,"Same-Day","Delivered","2023-07-29 11:42:50.880537",590903,148500,1442,4135
6003,"Express","Delivered","2023-10-05 21:11:07.92796",590903,148500,2399,6170
1048,"Standard","Delivered","2023-04-16 23:22:38.612238",344034,150022,5590,NA
9951,"Pickup","Delivered","2023-04-12 12:32:40.932152",344034,150022,9497,NA
1499,"Standard","Delivered","2023-12-10 21:29:27.52095",853599,150732,2981,9887
6093,"Pickup","Delivered","2023-01-17 21:20:56.45436",853599,150732,9518,4135
8696,"Same-Day","Delivered","2023-11-24 21:18:22.284868",681602,150969,7898,NA
1418,"Pickup","Delivered","2023-02-09 12:10:16.254734",681602,150969,6137,NA
6363,"Express","Delivered","2023-09-03 22:14:09.206867",681602,150969,8348,NA
4353,"Standard","Delivered","2023-10-08 06:37:06.454731",414048,151089,4175,9402
7033,"Same-Day","Delivered","2023-03-23 17:27:40.639024",217273,151207,4224,NA
2074,"Same-Day","Delivered","2023-02-13 11:19:56.425811",217273,151207,5893,4135
6321,"Same-Day","Delivered","2023-06-22 19:50:04.549934",217273,151207,5888,NA
2345,"Standard","Delivered","2023-11-02 05:30:54.07501",562257,151561,4141,NA
3277,"Pickup","Delivered","2023-05-19 00:01:04.962472",562257,151561,7764,4970
9045,"Same-Day","Delivered","2023-07-13 09:50:03.527583",562257,151561,6707,NA
5651,"Same-Day","Delivered","2023-11-27 21:18:51.090606",660804,151726,4493,NA
7239,"Same-Day","Delivered","2023-03-20 07:14:32.084092",660804,151726,1189,NA
6720,"Standard","Delivered","2023-04-03 08:48:13.772911",660804,151726,5816,NA
9737,"Standard","Delivered","2023-11-17 23:52:20.364493",79161,151736,7337,3842
9415,"Standard","Pending",NA,538489,154089,1412,NA
8107,"Express","Delivered","2023-07-11 00:31:39.719026",538489,154089,1809,2192
8881,"Standard","Delivered","2023-10-09 13:17:01.834577",51736,154130,5031,2192
8268,"Same-Day","Delivered","2023-07-14 14:40:38.418491",384988,154156,2225,1857
7585,"Pickup","Delivered","2023-06-29 15:33:02.876008",384988,154156,1120,2192
6419,"Standard","Delivered","2023-02-04 05:27:15.705404",551790,155178,9069,NA
7812,"Same-Day","Delivered","2023-07-06 01:24:50.712742",551790,155178,2882,3842
9747,"Standard","Delivered","2023-06-17 12:13:50.030984",445699,156404,1652,9887
2233,"Same-Day","Delivered","2023-06-10 04:17:15.883766",445699,156404,3492,6170
5124,"Standard","Delivered","2023-10-25 17:19:07.99097",445699,156404,3721,9402
8980,"Same-Day","Delivered","2023-08-30 22:33:17.41639",120587,157867,3778,NA
1667,"Standard","Delivered","2023-02-08 16:40:17.167463",810763,158426,1306,6170
4072,"Express","Delivered","2023-08-12 17:53:26.640919",635747,161278,9934,6170
9124,"Pickup","Delivered","2023-11-07 14:46:49.143558",635747,161278,5842,4970
4875,"Same-Day","Delivered","2023-06-01 19:33:24.753828",29599,162012,4001,3842
9231,"Pickup","Delivered","2023-03-29 20:44:42.084178",221377,162789,3664,4135
8908,"Express","Delivered","2023-05-08 15:12:37.41804",995446,164439,4586,NA
6612,"Express","Delivered","2023-12-06 08:46:51.833263",995446,164439,3077,NA
5799,"Same-Day","Delivered","2023-06-05 12:10:58.480677",307902,164996,1749,NA
8914,"Express","Delivered","2023-05-01 01:56:03.188765",307902,164996,6830,NA
3684,"Standard","Delivered","2023-08-05 09:26:55.858244",285930,167660,9579,NA
4218,"Pickup","Delivered","2023-06-04 21:28:47.083792",285930,167660,9217,4581
4370,"Express","Delivered","2023-06-19 05:09:59.39111",43029,168475,2378,NA
8336,"Standard","Delivered","2023-08-09 00:56:45.819306",591294,168935,6606,NA
3685,"Express","Delivered","2023-08-10 21:04:27.465357",108948,170017,6848,2192
3969,"Standard","Delivered","2023-02-21 00:29:13.616962",922255,171338,7954,NA
4790,"Standard","Delivered","2023-02-13 09:33:20.978847",922255,171338,5511,4135
1552,"Standard","Delivered","2023-11-21 23:14:49.6456",368054,171780,7970,NA
8175,"Standard","Delivered","2023-10-18 11:31:22.329192",368054,171780,8071,9887
1441,"Express","Delivered","2023-04-18 06:53:12.06617",798764,171937,1342,NA
3846,"Same-Day","Delivered","2023-06-23 17:54:28.208036",798764,171937,3039,3842
2693,"Pickup","Delivered","2023-01-25 10:09:04.174001",798764,171937,6883,1857
4522,"Express","Delivered","2023-03-01 04:13:39.189689",141191,172540,3588,NA
9867,"Pickup","Delivered","2023-04-09 10:56:04.092904",141191,172540,4388,1857
7385,"Pickup","Delivered","2023-08-30 19:24:37.8418",329829,173305,6764,1857
8719,"Same-Day","Delivered","2023-02-20 23:16:36.128225",353760,174153,5724,NA
3950,"Pickup","Delivered","2023-11-25 04:31:33.519207",353760,174153,1768,9402
4017,"Pickup","Delivered","2023-04-21 12:12:39.805354",388203,175554,2841,2192
6386,"Express","Delivered","2023-07-08 20:15:57.258651",901280,175811,6975,NA
1296,"Same-Day","Delivered","2023-11-18 01:30:02.004636",901280,175811,9474,6170
8822,"Pickup","Delivered","2023-04-27 03:00:28.916077",901280,175811,1699,NA
6549,"Pickup","Delivered","2023-02-08 08:52:57.305049",864865,176005,2405,NA
4759,"Express","Delivered","2023-08-03 07:34:23.753387",864865,176005,1062,NA
5567,"Pickup","Delivered","2023-05-21 02:20:01.893233",109366,176465,4677,NA
5926,"Pickup","Delivered","2023-05-29 10:49:37.911978",109366,176465,8781,2192
5537,"Same-Day","Delivered","2023-12-07 20:23:20.950009",891242,176851,9547,NA
1304,"Pickup","Delivered","2023-06-01 19:17:46.174368",891242,176851,2995,NA
3901,"Standard","Delivered","2023-11-29 03:43:56.643916",533092,177948,5601,3842
6815,"Standard","Delivered","2023-12-12 09:49:55.148832",533092,177948,3159,NA
8771,"Same-Day","Delivered","2023-11-07 23:48:52.636772",533092,177948,4125,NA
6018,"Pickup","Delivered","2023-01-30 13:37:01.604432",131511,178333,8965,NA
1007,"Express","Delivered","2023-07-26 17:31:35.808922",131511,178333,9533,NA
6894,"Same-Day","Delivered","2023-06-16 10:33:49.237039",788937,179764,2931,NA
3467,"Standard","Delivered","2023-04-08 10:14:26.357247",788937,179764,4068,9887
7960,"Standard","Delivered","2023-07-19 18:33:06.147545",788937,179764,3014,NA
7940,"Express","Delivered","2023-04-04 02:05:28.362304",345003,180899,9344,NA
6255,"Standard","Delivered","2023-11-26 13:31:09.910021",563564,181146,8918,9227
3264,"Standard","Delivered","2023-01-25 01:50:34.093024",563564,181146,4734,NA
5385,"Pickup","Delivered","2023-02-08 05:03:56.496819",563564,181146,8702,9227
1216,"Express","Delivered","2023-09-12 03:51:53.077643",966063,184483,8060,4970
4640,"Standard","Delivered","2023-11-30 23:51:27.489925",966063,184483,7045,NA
3513,"Pickup","Delivered","2023-03-04 12:19:04.491157",763372,185192,8007,NA
7939,"Standard","Delivered","2023-05-21 07:47:02.280192",763372,185192,9601,NA
3719,"Standard","Delivered","2023-06-10 14:16:00.980498",763372,185192,4381,6170
1741,"Standard","Delivered","2023-03-10 20:21:54.25241",935595,185350,7047,4970
6990,"Pickup","Delivered","2023-10-03 19:47:13.445028",935595,185350,8420,NA
9406,"Pickup","Pending",NA,854760,185616,7694,9887
4638,"Same-Day","Delivered","2023-04-04 12:54:11.522738",854760,185616,5809,NA
6187,"Standard","Delivered","2023-11-04 16:15:39.901306",854760,185616,4717,1857
8973,"Same-Day","Delivered","2023-02-16 18:54:02.023292",163655,186100,9119,NA
2166,"Standard","Delivered","2023-08-28 23:12:10.397178",163655,186100,2391,3842
2917,"Express","Delivered","2023-05-27 04:55:27.944237",163655,186100,9371,9402
6238,"Same-Day","Delivered","2023-11-16 11:02:25.252072",543037,186981,9256,NA
5695,"Standard","Delivered","2023-02-07 15:04:36.465469",543037,186981,6869,4970
7725,"Standard","Delivered","2023-04-18 09:16:31.186859",543037,186981,7887,NA
6501,"Pickup","Delivered","2023-06-30 15:13:54.48787",615291,188422,3443,9887
8002,"Standard","Delivered","2023-02-08 11:29:20.904564",615291,188422,9302,NA
1143,"Same-Day","Delivered","2023-08-16 19:46:14.96174",615291,188422,3176,NA
9023,"Same-Day","Delivered","2023-03-07 18:59:04.845729",652267,188466,8135,6170
2182,"Express","Delivered","2023-07-22 13:08:12.684721",652267,188466,8274,4135
8652,"Express","Delivered","2023-03-27 19:20:08.226022",652267,188466,1665,9402
6468,"Express","Delivered","2023-11-14 19:28:58.29788",79487,189879,9459,NA
8122,"Standard","Delivered","2023-03-31 12:25:39.995107",375044,191883,3115,NA
4383,"Standard","Delivered","2023-12-05 03:07:27.546859",375044,191883,8226,2192
8086,"Same-Day","Delivered","2023-11-11 23:24:34.746913",834639,191909,2217,9402
7894,"Express","Delivered","2023-05-14 05:46:18.516264",834639,191909,1581,NA
4608,"Pickup","Delivered","2023-08-04 03:22:15.994101",238392,192376,5621,NA
7202,"Express","Delivered","2023-11-29 21:36:34.537926",238392,192376,1555,NA
7587,"Same-Day","Delivered","2023-03-23 23:59:45.11372",238392,192376,3332,4970
6706,"Same-Day","Delivered","2023-07-02 12:34:05.086192",895224,193659,7477,NA
1346,"Pickup","Delivered","2023-11-27 19:03:44.455961",895224,193659,3692,NA
8177,"Express","Delivered","2023-06-04 00:15:16.530575",895224,193659,5419,NA
7851,"Standard","Delivered","2023-02-18 21:56:55.294068",368608,194761,4500,NA
5618,"Express","Delivered","2023-08-21 03:16:47.756594",578226,195330,7879,1857
2107,"Express","Delivered","2023-10-19 14:41:40.58818",578226,195330,2886,9227
9894,"Standard","Delivered","2023-01-31 16:30:19.740247",578226,195330,1871,NA
9597,"Pickup","Delivered","2023-03-26 02:53:56.017746",699419,195734,9610,4581
3287,"Same-Day","Delivered","2023-09-06 19:10:29.402929",699419,195734,7012,NA
4124,"Standard","Delivered","2023-06-14 11:37:35.944969",699419,195734,7790,NA
3472,"Standard","Delivered","2023-07-31 17:49:24.405781",394172,196667,7193,NA
7606,"Express","Delivered","2023-03-18 18:06:22.712428",394172,196667,8928,NA
9926,"Express","Delivered","2023-09-07 02:53:51.941063",482046,198376,2356,NA
5990,"Pickup","Delivered","2023-06-16 08:51:19.368384",200672,198772,4052,NA
1811,"Pickup","Delivered","2023-02-25 14:27:33.117601",904515,201680,8450,9227
5276,"Standard","Delivered","2023-01-22 04:22:19.493546",904515,201680,4328,9887
7178,"Pickup","Delivered","2023-04-24 03:32:33.083995",904515,201680,3423,NA
8590,"Same-Day","Delivered","2023-11-12 15:43:32.246282",352148,201943,8833,NA
7990,"Express","Delivered","2023-02-20 19:48:54.718669",352148,201943,3683,2192
7697,"Same-Day","Delivered","2023-09-07 09:22:56.518263",352148,201943,6260,3842
4422,"Standard","Delivered","2023-03-02 01:37:29.357772",750800,202403,9681,NA
2934,"Same-Day","Delivered","2023-12-14 06:14:48.430385",750800,202403,7344,NA
6472,"Pickup","Delivered","2023-10-27 12:34:13.009102",750800,202403,8380,9887
1133,"Express","Delivered","2023-02-18 12:14:27.554377",931919,203025,9913,NA
7565,"Same-Day","Delivered","2023-02-07 20:12:25.011724",931919,203025,5684,NA
7009,"Pickup","Pending",NA,897507,203642,7089,6170
4443,"Pickup","Delivered","2023-07-25 19:47:48.659502",897507,203642,9163,NA
5433,"Standard","Delivered","2023-03-10 02:52:20.506053",448847,205560,1636,NA
8049,"Standard","Delivered","2023-06-20 02:58:01.510238",448847,205560,9632,NA
3275,"Same-Day","Delivered","2023-03-14 00:02:37.17897",569064,206257,3070,6170
1222,"Same-Day","Delivered","2023-06-27 04:58:25.530258",569064,206257,7944,9227
2171,"Standard","Delivered","2023-11-28 13:27:14.168371",569064,206257,9323,9227
3388,"Same-Day","Delivered","2023-06-15 16:56:03.61067",240477,206955,8682,4581
1219,"Express","Delivered","2023-10-01 21:57:01.871341",287727,210564,7405,9887
9776,"Pickup","Delivered","2023-02-24 23:07:45.462506",287727,210564,3403,NA
2207,"Pickup","Delivered","2023-08-30 23:13:12.871734",287727,210564,4051,NA
6149,"Express","Delivered","2023-10-10 09:24:30.932557",301020,211353,4739,NA
8104,"Same-Day","Delivered","2023-10-29 14:53:58.904815",201731,212886,8445,NA
6685,"Standard","Delivered","2023-01-17 23:56:19.296449",201731,212886,4548,NA
2334,"Standard","Delivered","2023-02-14 01:51:47.250282",956838,213913,7739,3842
5434,"Standard","Delivered","2023-04-21 03:41:04.742556",956838,213913,9234,NA
7342,"Standard","Delivered","2023-10-10 07:59:45.977378",884155,215685,1565,NA
2749,"Pickup","Delivered","2023-02-12 11:37:45.116675",816045,216761,4182,NA
8129,"Pickup","Delivered","2023-03-14 15:26:53.471997",816045,216761,6784,6170
6957,"Express","Delivered","2023-07-02 07:41:28.687172",29621,217592,1042,2192
4038,"Express","Delivered","2023-06-05 13:01:57.76865",994350,217706,3472,NA
8367,"Standard","Delivered","2023-10-11 21:54:11.091861",907617,217780,5408,3842
6043,"Pickup","Delivered","2023-03-12 02:39:58.197446",907617,217780,2613,9402
4867,"Pickup","Delivered","2023-03-22 22:48:15.638334",907617,217780,1403,1857
9636,"Same-Day","Delivered","2023-12-06 20:03:06.527668",331032,219505,9482,2192
7584,"Pickup","Delivered","2023-06-09 14:16:23.267281",331032,219505,2437,NA
2259,"Standard","Delivered","2023-04-23 02:02:20.871408",149448,219794,9501,3842
6235,"Same-Day","Delivered","2023-03-07 03:57:45.29257",149448,219794,7141,NA
9087,"Pickup","Delivered","2023-06-04 05:31:09.948813",149448,219794,8196,NA
1204,"Same-Day","Delivered","2023-09-15 13:01:01.242966",863979,222484,2932,NA
8292,"Standard","Delivered","2023-04-09 05:27:01.802462",863979,222484,4802,NA
6823,"Standard","Delivered","2023-02-03 17:29:04.598859",625865,225048,5197,NA
6112,"Express","Delivered","2023-05-02 06:25:55.798783",625865,225048,4618,NA
3255,"Pickup","Delivered","2023-06-14 08:21:25.390547",625865,225048,7384,NA
4186,"Standard","Delivered","2023-05-11 05:20:45.464048",293068,225466,7128,NA
8938,"Same-Day","Delivered","2023-07-08 01:43:07.390982",256201,226563,4976,4970
6967,"Express","Delivered","2023-06-16 15:25:17.34532",256201,226563,3807,9227
1754,"Pickup","Delivered","2023-11-28 16:41:14.376266",256201,226563,4837,9227
9611,"Standard","Delivered","2023-04-28 23:28:01.096326",711367,226737,7772,4970
8395,"Pickup","Delivered","2023-07-17 11:58:17.896048",711367,226737,6705,6170
2573,"Pickup","Delivered","2023-02-12 07:26:39.789197",868488,227559,5457,NA
5617,"Pickup","Delivered","2023-04-12 23:12:48.848166",868488,227559,8016,9227
7983,"Pickup","Delivered","2023-10-08 15:12:27.610791",868488,227559,8414,NA
2508,"Standard","Delivered","2023-07-20 03:25:07.022906",440931,227858,3647,2192
1758,"Pickup","Delivered","2023-10-30 09:23:00.707357",440931,227858,3001,4135
1925,"Standard","Delivered","2023-09-20 22:18:01.345922",440931,227858,6748,4581
3891,"Standard","Delivered","2023-06-01 07:55:35.263429",743826,227911,2387,9402
4086,"Express","Delivered","2023-06-26 02:15:28.695801",886158,228711,8333,4581
1479,"Pickup","Delivered","2023-03-22 05:49:04.852618",886158,228711,5322,4581
9660,"Pickup","Delivered","2023-07-15 00:31:32.871849",219928,229014,1292,4581
4341,"Same-Day","Delivered","2023-10-14 13:30:53.855874",219928,229014,5591,4970
3642,"Standard","Delivered","2023-05-05 15:41:07.095268",857351,229322,9489,6170
1315,"Standard","Delivered","2023-09-04 12:29:27.674158",857351,229322,2032,NA
9811,"Express","Delivered","2023-06-15 21:59:52.999944",407844,229626,2137,NA
6651,"Standard","Delivered","2023-03-03 23:28:19.519522",343383,233120,4012,1857
3243,"Express","Delivered","2023-04-27 05:15:17.083915",531048,233953,1812,NA
6906,"Standard","Delivered","2023-11-30 23:00:53.58021",531048,233953,3327,9402
4197,"Standard","Delivered","2023-11-22 04:02:50.603245",590709,234910,2825,NA
2133,"Same-Day","Delivered","2023-09-23 17:54:47.548164",590709,234910,5327,NA
6122,"Same-Day","Delivered","2023-01-21 05:59:01.866821",590709,234910,7171,NA
3042,"Standard","Delivered","2023-08-19 14:17:38.923017",186061,235682,5508,NA
6788,"Pickup","Delivered","2023-09-08 09:35:18.721861",264219,235816,3392,NA
5775,"Standard","Pending",NA,264219,235816,3974,NA
9805,"Express","Delivered","2023-03-23 04:40:24.216389",264219,235816,6733,9402
5972,"Same-Day","Delivered","2023-09-05 17:05:42.55762",537529,236737,4585,4581
2460,"Standard","Delivered","2023-09-29 04:31:57.970774",537529,236737,7127,NA
1414,"Standard","Delivered","2023-04-22 21:21:14.209262",537529,236737,3987,NA
6790,"Pickup","Delivered","2023-06-14 14:21:43.598777",834218,236841,9786,4581
1520,"Express","Delivered","2023-03-04 04:26:08.922597",834218,236841,9524,9227
5257,"Express","Delivered","2023-07-10 15:34:18.046612",834218,236841,5066,NA
5995,"Standard","Delivered","2023-11-29 05:11:31.463935",409695,236878,1216,NA
1669,"Same-Day","Delivered","2023-03-22 10:09:46.426196",409695,236878,3197,9227
7670,"Pickup","Delivered","2023-06-03 13:54:02.071197",409695,236878,2883,NA
9956,"Same-Day","Delivered","2023-09-15 03:07:59.85129",212868,236902,5877,3842
8541,"Standard","Delivered","2023-08-24 01:00:13.23017",212868,236902,7167,NA
8109,"Pickup","Delivered","2023-11-26 13:16:44.757361",212868,236902,7877,4135
9408,"Express","Pending",NA,146690,236970,3250,NA
3598,"Same-Day","Delivered","2023-11-06 00:25:23.960473",146690,236970,4653,1857
3784,"Same-Day","Delivered","2023-08-15 03:32:36.282932",146690,236970,4351,NA
3425,"Pickup","Delivered","2023-03-14 21:06:56.648314",77953,237415,3364,NA
