"order_detail_id","product_id","order_qty","order_price","order_status","order_datetime","user_id"
1763,8102,10,3387.9,"Delivered","2023-11-24 23:37:45.241116",140356
9922,4227,7,841.05,"Delivered","2023-05-12 06:15:34.846589",140708
3954,8295,10,579.8,"Delivered","2023-09-12 07:49:57.772904",140708
2076,4285,8,852.56,"Delivered","2023-03-19 09:05:18.067194",140834
1885,6212,4,1253.04,"Delivered","2023-09-15 00:45:34.797639",141231
1103,1726,1,179.91,"Delivered","2023-03-17 16:17:30.092018",141231
1517,1048,3,819.6,"Delivered","2023-03-14 19:03:33.701181",141742
2158,7533,9,241.56,"Delivered","2023-06-06 06:44:42.056062",141742
8867,7772,2,868.42,"Delivered","2023-09-02 14:49:08.533085",142897
2479,5734,8,2464.16,"Delivered","2023-02-24 05:04:08.937669",143147
8486,6223,1,363.13,"Delivered","2023-10-04 17:10:01.076616",143147
8099,8138,9,3791.43,"Delivered","2023-05-04 00:32:21.373739",143147
6343,9413,4,500.52,"Delivered","2023-03-07 04:08:10.407305",144092
3266,7673,3,891.45,"Delivered","2023-06-27 18:09:40.413468",144092
8301,8843,9,3888.99,"Delivered","2023-11-27 04:42:34.234493",144092
9535,2827,9,360.09,"Delivered","2023-09-19 09:07:27.541165",146883
2455,3963,10,954.3,"Delivered","2023-07-20 10:07:49.0211",147010
6521,4298,2,491.58,"Delivered","2023-09-03 09:50:12.491968",147010
8797,2153,4,1247.56,"Delivered","2023-03-06 13:14:46.854601",147854
7176,7137,2,827.62,"Delivered","2023-06-25 19:32:31.108374",147854
6707,5148,8,1802.24,"Delivered","2023-08-09 20:13:58.044512",148027
4608,7009,5,938.05,"Delivered","2023-01-26 16:51:15.805552",148539
7314,1504,8,373.52,"Delivered","2023-09-19 01:28:01.539327",148539
3644,4824,4,850.48,"Delivered","2023-08-26 07:45:56.307104",148883
7605,9308,5,2052.1,"Delivered","2023-05-14 22:16:49.599499",148883
7089,5434,6,1612.8,"Delivered","2023-06-21 14:43:30.194264",148883
9280,4396,7,506.73,"Delivered","2023-11-24 03:45:48.082419",149134
5591,3732,2,977.52,"Delivered","2023-11-21 20:01:38.967049",149134
6240,8189,7,3069.78,"Delivered","2023-08-01 09:44:51.094637",149134
5966,7037,10,833.4,"Delivered","2023-04-20 12:16:03.055086",151289
5174,5973,10,1670,"Delivered","2023-05-14 18:29:10.665781",151810
1262,3507,4,941.4,"Delivered","2023-07-11 11:20:56.060109",151810
4604,2354,7,2037.91,"Delivered","2023-09-12 09:55:04.56554",151810
4489,5013,3,1425.51,"Delivered","2023-05-05 15:04:31.065156",151827
9936,6957,7,918.54,"Delivered","2023-03-16 09:31:03.967118",151827
6651,6232,4,1673.32,"Delivered","2023-05-08 14:09:51.510062",151827
1023,3355,8,2937.76,"Delivered","2023-06-26 15:50:45.39362",152317
4458,9415,7,1775.34,"Delivered","2023-05-12 01:27:16.937678",152317
4284,2001,1,192.3,"Delivered","2023-10-21 13:49:45.428171",152317
4715,4573,5,365.5,"Delivered","2023-06-11 23:34:48.045618",152737
7373,7936,1,91.32,"Delivered","2023-09-26 20:44:46.483732",152737
9040,1124,10,770.9,"Delivered","2023-05-19 18:20:26.230565",152737
6462,4867,2,556.7,"Delivered","2023-08-28 06:00:49.422705",153020
9575,7041,6,1450.08,"Delivered","2023-04-22 12:06:13.463273",153020
1129,3352,10,3385.8,"Delivered","2023-04-02 00:53:59.877458",153020
6009,5389,9,900.9,"Delivered","2023-09-03 16:26:51.81816",153565
8731,9692,2,311.92,"Delivered","2023-04-14 04:15:27.882059",153565
3757,4362,6,2263.38,"Delivered","2023-03-19 12:27:13.055556",154545
6132,6963,5,1468,"Delivered","2023-01-09 10:49:16.111412",154888
6662,7321,9,2213.46,"Delivered","2023-02-27 23:23:24.728785",154888
6516,7110,9,2815.47,"Delivered","2023-08-30 12:18:26.215243",154888
2335,5709,9,3870.99,"Delivered","2023-01-17 02:16:23.920848",155203
1248,5436,6,2410.68,"Delivered","2023-11-02 22:47:11.25025",155203
8251,2421,9,4152.69,"Delivered","2023-08-06 21:35:10.274532",155203
6403,7763,1,429.57,"Delivered","2023-07-30 06:16:05.999105",157078
5991,6942,5,1849.5,"Delivered","2023-04-09 21:45:07.931721",157078
5748,6666,2,801.08,"Delivered","2023-06-30 15:11:57.877901",157163
6253,7189,8,1407.84,"Delivered","2023-04-24 01:17:04.326879",157163
5039,2781,1,177.1,"Processing","2023-12-11 19:21:46.411488",157163
5095,8659,1,61.09,"Delivered","2023-08-29 04:26:07.039968",159336
5552,6485,1,262.97,"Delivered","2023-06-04 13:44:08.216119",159336
7489,9559,4,1741.36,"Delivered","2023-04-22 15:26:59.460981",159336
7517,6555,9,900.18,"Delivered","2023-02-12 13:40:08.2552",160115
5880,3377,2,813.46,"Delivered","2023-11-29 03:00:32.277194",160115
6066,3734,3,535.08,"Delivered","2023-10-29 03:53:41.697231",160124
1334,2778,9,3152.16,"Delivered","2023-11-13 14:21:29.410481",160124
4356,9062,7,3349.78,"Delivered","2023-08-07 10:34:54.100839",160124
5407,2623,9,4172.4,"Delivered","2023-05-26 17:44:29.554916",161363
2159,4309,8,1339.44,"Delivered","2023-07-10 00:52:12.954884",161363
8839,2662,2,695.56,"Delivered","2023-11-30 21:07:01.510568",161920
1184,8840,8,1016.4,"Delivered","2023-05-04 06:35:41.184524",163440
6082,1974,3,1205.7,"Delivered","2023-02-14 14:28:57.403666",163440
4885,9313,1,61.95,"Delivered","2023-08-06 03:43:20.091912",163440
5246,1766,10,2020.1,"Delivered","2023-05-25 20:16:38.33453",163662
9701,5800,6,2677.62,"Delivered","2023-04-22 16:53:49.385126",164021
5475,4445,9,3398.4,"Delivered","2023-10-07 18:40:55.625908",164527
6577,3249,2,587.72,"Delivered","2023-02-15 19:11:13.855595",164527
4456,4583,3,188.49,"Delivered","2023-08-20 04:26:36.247535",164527
3407,1043,8,2316.88,"Delivered","2023-06-16 23:45:47.936024",167469
7503,4788,7,2839.13,"Delivered","2023-07-12 13:53:13.338811",167469
1988,9284,6,2756.76,"Delivered","2023-07-27 21:45:34.659599",167469
2574,8571,1,136.03,"Delivered","2023-05-30 14:02:16.308387",167732
3238,3497,2,455.84,"Delivered","2023-04-20 12:47:52.530104",167971
8583,1948,6,752.52,"Delivered","2023-07-02 23:05:49.126263",168397
9465,8491,3,740.07,"Delivered","2023-06-04 04:16:19.56305",169379
8129,4454,9,1178.1,"Delivered","2023-11-11 10:09:09.844278",169379
9009,7442,6,730.32,"Delivered","2023-08-16 06:58:28.164959",169788
8976,9253,3,760.41,"Delivered","2023-08-28 11:32:19.358394",169788
8722,6053,10,1280.4,"Delivered","2023-04-19 13:12:06.642957",170402
8889,2655,3,516.09,"Delivered","2023-05-02 04:58:48.964712",170402
2702,4539,3,1055.1,"Delivered","2023-02-09 05:45:53.674798",170645
9953,5022,8,1014.64,"Delivered","2023-11-25 21:04:32.125661",170645
4068,4896,4,1875.56,"Delivered","2023-09-27 08:08:07.391496",170645
3154,5945,2,37.68,"Delivered","2023-01-30 14:05:44.551072",170922
8610,6327,3,985.95,"Delivered","2023-09-19 12:51:45.129527",170922
7708,4152,10,2362.2,"Delivered","2023-03-09 21:40:46.297976",171092
7495,4654,10,1803.5,"Delivered","2023-01-15 11:07:17.729283",171092
3029,6352,10,4928.9,"Delivered","2023-11-16 01:12:02.397839",171769
9307,6098,6,1970.52,"Delivered","2023-05-06 18:47:17.00666",172494
2218,2319,5,366.6,"Delivered","2023-05-28 04:52:47.094898",172494
3249,8993,1,348.96,"Delivered","2023-12-05 18:38:32.012726",172704
4621,7496,3,262.05,"Delivered","2023-11-03 05:32:02.911169",172704
7120,4117,1,51.5,"Delivered","2023-06-24 05:05:56.923123",172704
1392,3741,1,214.78,"Delivered","2023-05-05 21:26:06.045619",173800
6210,9092,9,3524.49,"Delivered","2023-01-21 07:00:30.848341",173800
2013,2165,3,111.99,"Delivered","2023-08-31 11:01:45.626477",173800
2532,2864,2,787.84,"Delivered","2023-05-11 08:17:07.459095",174367
6050,8433,3,563.16,"Delivered","2023-07-15 13:02:35.741166",174367
7504,8618,4,1030.84,"Delivered","2023-01-09 07:39:39.901099",175402
8775,6880,9,2280.96,"Delivered","2023-11-10 02:18:27.437378",175402
3162,5119,6,1860.66,"Delivered","2023-09-02 14:46:38.233357",177118
7044,5944,10,3508,"Delivered","2023-10-14 04:39:34.809194",177118
9483,9575,2,308.5,"Delivered","2023-06-22 06:07:33.770422",177118
5078,4725,7,2336.88,"Delivered","2023-03-21 07:25:55.022572",178219
9418,8182,6,2856.54,"Delivered","2023-08-22 22:23:25.866028",178219
8230,5040,3,587.31,"Delivered","2023-09-30 03:09:10.046544",178347
6848,6079,5,1796.55,"Delivered","2023-03-07 16:15:48.521013",178347
2891,1487,3,225.24,"Delivered","2023-04-01 19:11:16.033334",178347
6436,7899,6,2239.8,"Delivered","2023-07-02 09:47:00.568889",178743
6037,8213,8,1396.72,"Delivered","2023-07-09 01:07:15.841477",178743
7509,7897,4,1622.56,"Delivered","2023-04-06 23:29:51.790214",178743
8723,7765,7,2693.11,"Delivered","2023-07-22 20:16:46.07792",179551
4377,4525,4,851.24,"Delivered","2023-05-23 22:36:52.63707",180072
2229,7894,1,476.26,"Delivered","2023-06-04 07:09:41.084302",180072
3690,5503,6,271.14,"Delivered","2023-06-28 07:19:33.17415",180314
5682,8104,8,2681.76,"Delivered","2023-09-06 20:11:53.827202",180314
4054,1392,2,665.22,"Delivered","2023-08-15 20:57:03.237611",180314
4070,7015,8,641.92,"Delivered","2023-10-31 04:17:44.467237",181054
8762,4674,2,57.9,"Delivered","2023-09-18 12:44:59.122193",181054
9998,9891,6,729.18,"Delivered","2023-09-09 06:08:08.154262",181054
3750,6759,5,1602.05,"Delivered","2023-11-18 08:21:09.082488",182386
7188,7798,2,474.52,"Delivered","2023-03-30 20:45:07.385127",182386
6854,1588,7,1396.29,"Delivered","2023-05-18 06:17:38.197077",183681
4481,1912,5,2396.7,"Delivered","2023-08-24 18:26:39.647932",183681
2290,2304,4,1545.12,"Delivered","2023-07-26 15:29:43.379987",185480
7750,5642,1,441.05,"Delivered","2023-09-26 00:56:29.191916",185480
3835,1299,1,447.41,"Delivered","2023-10-22 16:38:13.348722",186673
8303,7523,5,1775.25,"Delivered","2023-07-12 03:45:32.011695",186673
2705,3780,2,397.24,"Delivered","2023-09-28 11:43:54.159534",186688
7364,9495,4,1385.16,"Delivered","2023-05-16 00:36:36.970783",188359
6203,4370,3,773.46,"Delivered","2023-09-07 08:33:39.692016",188359
8529,9508,6,2568,"Delivered","2023-09-10 14:39:43.840956",188359
6914,6500,9,3524.94,"Delivered","2023-11-27 20:13:10.345716",191860
9502,4000,1,222.17,"Delivered","2023-04-20 10:57:39.190477",191860
9504,6243,8,3582.8,"Delivered","2023-05-28 12:36:33.987416",192837
7147,2323,8,3854.8,"Delivered","2023-07-10 03:56:45.169339",192837
7453,8310,8,1333.2,"Delivered","2023-09-22 00:57:25.921683",192837
3805,7508,5,942.25,"Delivered","2023-08-30 11:48:27.099433",194586
3020,3701,10,3454.7,"Delivered","2023-06-03 20:40:25.039887",195522
8259,7329,9,1832.67,"Delivered","2023-08-05 14:24:48.957779",195522
8633,2804,4,1661.28,"Delivered","2023-02-02 08:03:06.232679",195522
9865,7516,4,1105.6,"Delivered","2023-02-28 22:23:44.344303",196057
5067,3557,9,1591.2,"Delivered","2023-08-10 13:07:33.974189",196057
7243,5889,1,387.03,"Delivered","2023-03-03 02:03:14.232997",196057
8210,7135,1,192.6,"Delivered","2023-04-13 19:28:32.671003",196117
6741,1433,2,589.28,"Delivered","2023-04-14 21:16:29.218774",196117
3707,2434,5,1522.8,"Delivered","2023-08-04 17:05:05.381499",196169
4045,5184,4,418.04,"Delivered","2023-08-22 17:49:07.592716",196169
3485,1666,10,4038.1,"Delivered","2023-06-05 08:58:44.260238",197310
1572,8798,3,285.06,"Delivered","2023-10-30 22:41:35.250142",197564
3610,5173,9,602.1,"Delivered","2023-09-06 06:04:32.420369",197564
5040,3680,9,945.27,"Delivered","2023-03-31 10:19:48.829225",197823
7200,7989,7,1106.42,"Delivered","2023-03-27 09:55:59.405436",198485
7921,9117,5,488.6,"Delivered","2023-05-09 15:07:08.975827",202483
7187,2097,7,182.7,"Delivered","2023-06-23 15:36:22.340044",202695
1304,5112,5,721.75,"Delivered","2023-09-10 21:22:59.619715",202695
4734,3419,9,1976.4,"Delivered","2023-04-22 18:11:57.881803",202695
7302,3320,8,265.52,"Delivered","2023-06-16 19:36:14.616958",203203
7234,1728,2,73.44,"Delivered","2023-02-14 17:40:51.204662",204301
2456,1935,6,1796.04,"Delivered","2023-07-07 13:26:32.502071",204301
2368,6509,3,1414.65,"Delivered","2023-09-26 17:05:39.357416",204539
4464,2296,7,1960.07,"Delivered","2023-11-05 17:06:42.830176",204539
2666,9328,5,2387.85,"Delivered","2023-03-15 08:30:00.335652",204539
3550,2852,2,290.86,"Delivered","2023-03-23 02:04:24.30894",204904
6687,3278,5,1871.65,"Delivered","2023-10-25 14:17:25.153186",205517
2979,9200,2,510.62,"Delivered","2023-12-02 06:10:58.642535",205517
6024,7477,3,127.92,"Delivered","2023-07-30 15:38:06.929941",205517
6045,5273,2,285.52,"Delivered","2023-08-21 19:59:52.974584",206509
3943,9483,2,737.26,"Delivered","2023-02-21 11:38:00.34544",206509
5725,8398,5,114.95,"Delivered","2023-11-30 16:16:20.79181",207148
2778,6760,8,2826.16,"Delivered","2023-11-17 17:19:56.640153",207148
7311,9502,9,386.28,"Delivered","2023-11-24 21:48:48.77985",207740
9743,7424,5,782.3,"Delivered","2023-04-19 23:26:15.152041",207767
8427,9245,3,1037.34,"Delivered","2023-01-06 13:57:51.111998",207767
1203,9707,6,334.38,"Delivered","2023-05-23 05:58:25.542979",207767
8462,1738,9,2238.75,"Delivered","2023-05-07 02:05:09.950495",208399
4438,9740,6,1120.14,"Delivered","2023-06-12 06:14:30.062752",208399
5618,8502,3,1363.5,"Delivered","2023-11-28 06:05:12.274146",209873
9829,3092,8,3267.52,"Delivered","2023-06-22 02:02:23.765277",211414
1933,5126,9,2832.12,"Delivered","2023-01-26 08:43:33.27214",211414
8908,2972,6,1116.6,"Delivered","2023-03-18 14:45:46.789822",211414
7784,3834,2,948.3,"Delivered","2023-10-01 13:24:07.409275",211736
9042,4279,1,371.73,"Delivered","2023-02-26 20:01:14.143687",211935
6780,8663,9,1885.59,"Delivered","2023-05-15 20:14:09.958026",212177
3441,5512,2,449.84,"Delivered","2023-05-14 10:29:19.468576",212279
2498,8067,5,1856.9,"Delivered","2023-02-12 02:49:02.61813",212279
5006,4572,1,168.69,"Delivered","2023-06-16 23:21:01.484782",212301
3086,9926,2,990.5,"Delivered","2023-10-31 13:11:13.769094",212301
8896,5071,5,1498,"Delivered","2023-03-25 05:21:54.0643",212301
2004,3116,9,1119.24,"Delivered","2023-03-18 10:52:50.085266",212470
2032,7988,1,154.59,"Delivered","2023-02-17 20:57:01.989901",213636
5193,8654,9,2369.34,"Delivered","2023-02-01 21:35:20.401615",213748
5209,2015,5,1582.3,"Delivered","2023-07-16 04:01:42.966879",213748
7737,9492,1,64.98,"Delivered","2023-06-29 00:29:22.539545",214632
7293,7221,4,1706.24,"Delivered","2023-09-27 13:22:04.46474",214632
6834,1720,3,272.1,"Delivered","2023-07-24 09:41:33.011905",214632
1085,3119,6,2223.06,"Delivered","2023-02-01 16:45:39.560746",214803
4889,5936,2,832,"Delivered","2023-09-27 00:18:01.757802",215457
9821,8216,4,397.12,"Delivered","2023-11-07 20:14:39.32387",215457
9427,4921,8,1846.88,"Delivered","2023-06-23 14:55:30.414417",215457
6724,6213,7,2329.6,"Delivered","2023-03-07 00:46:03.990842",215678
8942,6133,8,1339.6,"Delivered","2023-03-20 22:50:37.733862",216978
5600,2121,4,502.32,"Delivered","2023-05-15 14:25:07.799399",217293
9484,8590,4,1226.88,"Delivered","2023-09-21 17:45:07.274969",218865
5946,1407,5,1744.15,"Delivered","2023-04-29 11:42:33.149874",218865
2457,1813,10,4510,"Delivered","2023-09-03 15:14:19.375222",220549
3091,5386,5,1032.9,"Delivered","2023-04-20 20:15:27.210514",220549
3617,2264,9,3906.72,"Delivered","2023-04-12 17:26:31.623527",221618
1399,4849,2,95.62,"Delivered","2023-03-18 13:45:47.782588",221618
8365,1708,8,904.16,"Delivered","2023-11-29 12:16:44.457517",221618
5814,5705,8,3606.32,"Delivered","2023-08-01 03:01:07.815685",222724
8443,7841,8,698.16,"Delivered","2023-05-06 23:17:55.631596",222724
4345,5274,8,2241.92,"Delivered","2023-04-12 23:08:19.600804",223414
8646,3657,2,851.08,"Delivered","2023-07-27 23:45:31.96878",223414
5245,2977,6,2159.52,"Delivered","2023-10-30 22:32:13.026476",224956
6413,5968,8,2125.68,"Delivered","2023-08-12 12:53:52.484941",224956
2627,5948,10,2565,"Delivered","2023-11-17 09:06:00.796353",227879
6970,4769,4,1545.64,"Delivered","2023-10-29 22:34:29.879647",227879
8000,7734,4,412.04,"Delivered","2023-07-15 19:59:53.055855",227879
6801,3448,8,3127.92,"Delivered","2023-02-23 01:55:27.512897",228401
6617,6390,5,381.05,"Delivered","2023-09-03 02:07:33.571361",228401
9087,2714,9,1381.86,"Delivered","2023-08-04 05:54:42.160002",228401
9406,7130,1,265.04,"Delivered","2023-05-19 05:41:52.513",228486
6351,1243,1,97.83,"Delivered","2023-08-02 12:15:06.293495",228486
5109,5522,4,1358.32,"Delivered","2023-02-23 00:39:33.797384",228486
9437,9391,1,491.53,"Delivered","2023-07-22 23:16:07.429327",229234
4626,7147,10,1972.4,"Delivered","2023-02-04 13:22:41.837058",229476
9070,4351,2,265.18,"Delivered","2023-07-10 21:19:38.198035",230374
2828,9048,2,702.54,"Delivered","2023-12-07 19:40:55.980349",230374
5739,4985,4,129.44,"Delivered","2023-02-25 17:49:34.517655",230903
8611,3945,10,4658.7,"Delivered","2023-07-26 01:06:59.348386",230903
7058,2645,10,3499.4,"Delivered","2023-06-13 21:42:48.956414",230903
2644,2560,5,2204.55,"Delivered","2023-01-29 05:32:38.665793",231020
8109,5789,4,1654.36,"Delivered","2023-04-02 04:37:23.675485",232009
1757,4258,2,241.14,"Delivered","2023-07-30 13:41:53.017255",233301
2995,6855,1,104.88,"Delivered","2023-05-09 17:08:14.599905",233301
5879,5842,7,727.93,"Delivered","2023-08-07 04:50:38.449086",233301
7269,8534,9,3917.88,"Delivered","2023-06-10 21:02:03.203959",233815
5932,5307,2,267.56,"Processing","2023-12-12 20:46:11.855508",233815
7340,7158,5,2365.15,"Delivered","2023-07-14 19:49:38.19542",236271
6584,5501,7,2032.03,"Delivered","2023-07-17 21:49:43.909424",236447
2194,2908,2,196.74,"Delivered","2023-05-24 09:45:40.306158",236447
7594,7748,3,716.94,"Delivered","2023-01-11 17:58:07.942712",237041
8492,3538,7,381.78,"Delivered","2023-05-05 15:09:42.997039",237067
7951,6606,5,814.7,"Delivered","2023-04-10 10:38:03.807756",237067
5882,1600,3,244.41,"Delivered","2023-10-08 08:39:13.134343",237067
4471,1347,10,347.5,"Delivered","2023-06-22 02:11:29.777",237682
6276,2543,9,2950.29,"Delivered","2023-05-27 15:10:38.212632",237682
7792,3147,5,1164.55,"Delivered","2023-10-06 07:01:21.927283",237682
4168,8799,10,1191.5,"Delivered","2023-07-17 20:37:17.533844",238226
9691,1068,4,1232.48,"Delivered","2023-08-29 09:46:46.277396",238226
5004,9875,5,1148.6,"Delivered","2023-11-01 15:39:35.609565",238226
5457,1351,7,1398.32,"Delivered","2023-05-18 16:16:59.711857",238925
1870,5706,7,2886.31,"Delivered","2023-03-23 07:32:37.69494",239480
2347,6778,8,3120.88,"Delivered","2023-10-25 06:10:43.148392",239480
6783,3656,9,4319.37,"Delivered","2023-05-03 00:32:59.873711",239997
3031,8754,10,4116.5,"Delivered","2023-05-19 10:46:29.238368",239997
1193,6743,7,2498.02,"Delivered","2023-04-04 22:11:55.694194",239997
3205,5877,5,2137.3,"Delivered","2023-07-16 02:48:26.350896",242890
1702,5023,9,2036.34,"Delivered","2023-11-24 08:13:04.989358",242890
3120,2741,5,1038.65,"Delivered","2023-10-09 11:53:30.105112",244382
8801,1972,10,1837.6,"Delivered","2023-08-07 11:56:37.314356",245380
2178,2452,8,156.32,"Delivered","2023-11-30 07:30:08.416249",245380
6147,2214,3,1403.13,"Delivered","2023-05-24 18:18:59.00557",246021
7248,7269,1,47.02,"Delivered","2023-09-25 01:02:22.138383",246062
1035,3943,10,2023,"Delivered","2023-10-07 12:39:13.376815",246062
7832,8080,5,1540.95,"Delivered","2023-03-12 07:39:38.253834",246122
7367,1830,10,2638.9,"Delivered","2023-01-05 23:31:35.928293",246122
8003,3707,5,1411.65,"Delivered","2023-05-23 09:29:38.382388",246122
1752,8959,1,76.79,"Delivered","2023-05-29 06:27:24.352578",246848
1150,5891,1,448.39,"Delivered","2023-02-02 21:54:18.856071",246848
5855,4325,8,3269.04,"Delivered","2023-08-25 03:35:25.4934",247788
8621,7493,10,4133.6,"Delivered","2023-03-30 12:15:10.957883",247788
3931,8870,5,872.95,"Delivered","2023-06-02 18:47:52.516948",249803
3140,6167,3,1016.82,"Delivered","2023-04-13 05:36:12.901565",249803
5555,6534,5,1545.15,"Delivered","2023-03-14 12:13:42.592843",249803
1467,1980,5,2292.55,"Delivered","2023-03-25 04:44:07.380879",250482
9488,4671,2,202.78,"Delivered","2023-08-27 02:43:00.663867",250482
3983,7114,5,218.35,"Delivered","2023-08-09 20:25:40.19524",250482
1564,8187,8,885.52,"Delivered","2023-04-11 12:59:27.157437",251165
6531,2381,5,2413.65,"Delivered","2023-07-02 06:25:51.348978",251165
6802,2191,4,1071.88,"Delivered","2023-02-13 01:17:08.428969",252793
2960,8467,7,917.91,"Delivered","2023-07-19 21:43:48.198136",252793
7554,5726,9,2118.42,"Delivered","2023-08-13 05:27:07.766038",252793
2296,6707,1,155.49,"Processing","2023-12-11 06:28:22.128607",254353
8020,5265,3,316.11,"Delivered","2023-09-28 07:05:53.109196",254353
1707,5495,7,1685.11,"Delivered","2023-01-19 17:21:46.751485",254497
6828,1226,6,1989.84,"Delivered","2023-08-30 02:08:00.309619",255759
